window,seed,ticker,scenario,method,market_jump,asset_jump,n_paths,ks_pass,ad_pass,w1,w1_standardized,abs_acf_mae25,abs_acf_mae60,raw_acf_mae25,kurtosis,kurtosis_abs_error,variance_ratio_generator,variance_ratio_observed,beta_abs_error,beta_effective_abs_error,r2_abs_error,clipped,tracker,var99_rate,var95_rate
training,1234,AAL,market_only,naive,true,false,59,0.0,0.0,1.0730293353063831,0.1372060044975453,0.15385254550768696,0.12931165320606935,0.029234596803516893,8.753273512453196,6.693849151155749,1.3041432717463417,1.3553094476601093,0.03881599578482813,0.03881599578482813,0.02369429319627122,0.0,0.0,0.00603576111866858,0.033285537458485
training,1234,AAL,market_only,hybrid,false,false,191,0.8272251308900523,0.7696335078534031,0.4244743623212383,0.05427664402959784,0.16389266320898352,0.13713722785807403,0.028934795091883955,8.956639462518092,7.815629798014795,0.9989761276048131,1.0509286806716305,0.038077183751744806,0.038077183751744806,0.025385630989439113,0.0,0.0,0.008485612504874061,0.04475625868341452
training,1234,AAL,market_only,hybrid,true,false,59,0.8305084745762712,0.8305084745762712,0.4198686410632487,0.05368772013828808,0.1475351559631676,0.1244870691719221,0.02964212445432106,8.015618616803403,7.381083292191594,1.000112304134196,1.0412455012743786,0.032510023472713076,0.032510023472713076,0.0624377012159371,0.0,0.0,0.008548108386337735,0.0442111842347145
training,1234,AAL,market_and_assets,naive,false,false,140,0.014285714285714285,0.0,0.9083966337519531,0.11615476717655415,0.16371904526737666,0.13731255003525367,0.028769608035093493,8.598944965630373,6.848840583575703,1.2433593879897047,1.28608007461564,0.04411557820391203,0.04411557820391203,0.04727569965394838,0.0,0.0,0.006835554178287357,0.036024171056708985
training,1234,AAL,market_and_assets,naive,false,true,51,0.0196078431372549,0.0,1.32181643177852,0.16901788731782313,0.08058807052962468,0.07242379532126868,0.031008829456313097,7.989987084557741,6.526882651966507,1.204425864264619,1.4967806489672608,0.048980164512432194,0.048980164512432194,0.07297806048826214,0.0,0.0,0.005040193951767259,0.028291721605489623
training,1234,AAL,market_and_assets,naive,true,false,36,0.0,0.0,1.078669436047141,0.13792719231799022,0.15401596713284807,0.1292755882144361,0.028081875829253936,8.685734737781715,6.448318696583852,1.2941007250602543,1.3623374605960195,0.04198178338621846,0.04198178338621846,0.024650077875019487,0.0,0.0,0.006427251546557404,0.033753113199967856
training,1234,AAL,market_and_assets,naive,true,true,23,0.0,0.0,1.5448253412913677,0.19753356758380203,0.0847613576110125,0.07538528180102678,0.03115560318667095,8.043963846971987,7.428136487542619,1.2468580994759453,1.5889892152660168,0.04109745658661355,0.04109745658661355,0.044656583805314475,0.0,0.0,0.004149768933320759,0.02636046401961709
training,1234,AAL,market_and_assets,hybrid,false,false,140,0.9,0.85,0.4073366402576609,0.05208527955039515,0.16373818286083705,0.1373297471155352,0.028962723375874605,7.990912185756035,7.266555469279491,0.9984536344251592,1.0340012544014927,0.03833580671670972,0.03833580671670972,0.024181713480893492,0.0,0.0,0.009020245842371646,0.04527683090589815
training,1234,AAL,market_and_assets,hybrid,false,true,51,0.3333333333333333,0.0784313725490196,0.8047526830947239,0.10290203317188808,0.08430439113785791,0.0753818888505212,0.030981078072405435,7.574462311347534,6.863506518638051,1.0032147203524395,1.2485018616416843,0.04394467423601586,0.04394467423601586,0.04174785197562658,0.0,0.0,0.006578480994711697,0.03599733458097628
training,1234,AAL,market_and_assets,hybrid,true,false,36,0.8333333333333334,0.7222222222222222,0.4293714965583796,0.05490283028570278,0.14803332497476543,0.12461101354461898,0.028471327675395182,8.129500863788252,7.2387583591162,0.9966187207635655,1.0507852054181586,0.03496539984313011,0.03496539984313011,0.0561045150104224,0.0,0.0,0.00905840764842934,0.0448401221177794
training,1234,AAL,market_and_assets,hybrid,true,true,23,0.043478260869565216,0.0,0.8825812459948917,0.1128538078344781,0.08729934419887739,0.07756272937112339,0.03119439988269712,7.395092112143422,7.841471281766566,0.9975402815623826,1.2728778480578196,0.035627449766436906,0.035627449766436906,0.026045360592239532,0.0,0.0,0.005438712314124934,0.035603131189286055
training,1234,AAP,off,naive,false,false,250,0.072,0.0,0.6063937213518911,0.1019740859773814,0.0701684623655587,0.055317788926124795,0.021258011804202854,26.78567937072661,26.005800839211943,1.176665896423189,1.2671306549568981,0.033544069459263796,0.033544069459263796,0.03326741882167042,0.0,0.0,0.007706435285610985,0.03837165582067963
training,1234,AAP,off,hybrid,false,false,250,0.732,0.684,0.33624829160956615,0.05654513064861343,0.07011476023177847,0.055289878522648904,0.021272581887604433,25.37439138870288,26.997357959772202,0.9998063294778802,1.079356909291037,0.030515199926352574,0.030515199926352574,0.025567554355895677,0.0,0.0,0.008738973246565432,0.04597541576283445
training,1234,AAP,market_only,naive,false,false,191,0.041884816753926704,0.010471204188481676,0.5991135173859184,0.1007498118481839,0.06956498530333485,0.055096583017511754,0.021050916165558656,26.22488725640108,25.80357148352308,1.172936286360675,1.2646040404521268,0.034727826274328875,0.034727826274328875,0.03527345861908644,0.0,0.0,0.007741725439423361,0.03865941329456792
training,1234,AAP,market_only,naive,true,false,59,0.01694915254237288,0.0,0.7089068485511538,0.11921318671134433,0.06354911629288108,0.05010272332960818,0.021555487357405683,26.504026010736183,26.87880745605638,1.2232721307546779,1.3119289663712956,0.029707011860344162,0.029707011860344162,0.021381601845040607,0.0,0.0,0.007518658774219637,0.03635550326605144
training,1234,AAP,market_only,hybrid,false,false,191,0.7382198952879581,0.7225130890052356,0.33261802692291187,0.0559346478711,0.06946756492879211,0.05506112723035491,0.021059239854601924,24.84862482507013,26.86499618725328,0.9978626928609572,1.078189562756549,0.03160313527344681,0.03160313527344681,0.023949157142773802,0.0,0.0,0.008864180986019462,0.046244032814315945
training,1234,AAP,market_only,hybrid,true,false,59,0.6779661016949152,0.5254237288135594,0.3641861199940968,0.06124329029867385,0.06066369286930948,0.047978389779686645,0.02161345036505398,24.420362497555573,28.338560124267367,1.0023099135960825,1.078177162183787,0.026152021779083285,0.026152021779083285,0.047663568549371434,0.0,0.0,0.008725810997953356,0.04517322940794391
training,1234,AAP,market_and_assets,naive,false,false,146,0.0273972602739726,0.0,0.5983132926477601,0.10061524220576037,0.0695795594825776,0.05485987162086515,0.021080766326291828,27.581577019131213,25.425618771712603,1.175391150561409,1.2589075943555377,0.030856969013306205,0.030856969013306205,0.033226082442759486,0.0,0.0,0.00789181747045831,0.03859487514733701
training,1234,AAP,market_and_assets,naive,false,true,45,0.0,0.0,0.95663795080241,0.16087284087781856,0.033991716016221724,0.03103082116695984,0.02396198538793933,41.22259201573899,44.21841352544022,1.1374913291294508,1.5745539264406372,0.04349528932771007,0.04349528932771007,0.059438153465264106,0.0,0.0,0.005985378002731581,0.03128464690286816
training,1234,AAP,market_and_assets,naive,true,false,43,0.0,0.0,0.7044744873520138,0.11846781952483015,0.06156210457640118,0.04905398800165317,0.022202953318908057,35.533571726842126,35.35796755846204,1.2186353872159328,1.3260606581597252,0.02924499257582418,0.02924499257582418,0.022531142273230848,0.0,0.0,0.007247473473574465,0.036472784139635776
training,1234,AAP,market_and_assets,naive,true,true,16,0.0,0.0,1.1064364459781473,0.18606367661450415,0.02939509013625265,0.027843016928401767,0.0239769064559796,23.94109648452491,26.65457546888105,1.1718726201950738,1.6621406619682695,0.04009552486978342,0.04009552486978342,0.03880566531297119,0.0,0.0,0.00508405639913232,0.02969088937093276
training,1234,AAP,market_and_assets,hybrid,false,false,146,0.7602739726027398,0.726027397260274,0.3309933703211317,0.05566143779955726,0.06951075413517646,0.054801566003947,0.02107691672730686,26.113514623185026,26.334509606571306,0.9982702639452294,1.071753258264758,0.028053859751080417,0.028053859751080417,0.024985160030371274,0.0,0.0,0.009077942531126504,0.04625144860785072
training,1234,AAP,market_and_assets,hybrid,false,true,45,0.24444444444444444,0.0,0.6992757815968637,0.11759358015034442,0.03319119437399305,0.030466044143554177,0.023865182675697545,40.293743103560004,44.8585589755742,1.0006400796862172,1.3899945090464167,0.04036946446441877,0.04036946446441877,0.043845841908258486,0.0,0.0,0.0064513537398569925,0.03572748453442596
training,1234,AAP,market_and_assets,hybrid,true,false,43,0.6511627906976745,0.6046511627906976,0.3659021317474045,0.061531863092072626,0.05870559298252247,0.04702009012467379,0.022216095985903354,33.05387931562218,36.23317691307398,1.0011643903679248,1.093337845561374,0.025984722019048997,0.025984722019048997,0.04473752676581874,0.0,0.0,0.008231179269871698,0.04521683566227783
training,1234,AAP,market_and_assets,hybrid,true,true,16,0.1875,0.0,0.7860996974370539,0.13219430761012396,0.02899285218481645,0.02761308373564868,0.023879617203831794,22.9757739866945,27.619897966711463,1.0026074492766661,1.425921363425538,0.03676208126858849,0.03676208126858849,0.024690884492283287,0.0,0.0,0.0056941431670282,0.035136478669558935
training,1234,AAPL,off,naive,false,false,250,0.0,0.0,0.9059353936806303,0.2044027074780334,0.129284780296613,0.08516965931125287,0.03442986695051988,4.45577627620959,1.7148685004133108,1.5489029263269083,1.5814865038410206,0.022526649549550817,0.022526649549550817,0.18497900108789284,0.0,0.0,0.0040173535791757035,0.028872017353579225
training,1234,AAPL,off,hybrid,false,false,250,0.844,0.832,0.21882164736476375,0.04937188400868359,0.1279115430257973,0.08460054522103809,0.034462517969232505,5.6516452846025445,1.6704815733517768,0.9987490426303129,1.0210926248076186,0.015126590884549117,0.015126590884549117,0.05046019721133184,0.0,0.0,0.007927693420101235,0.051522776572668176
training,1234,AAPL,market_only,naive,false,false,191,0.0,0.0,0.902634137803945,0.20365785785191318,0.12952335083305452,0.08501354975216202,0.034035824003875545,4.563368742272034,1.6832368053051066,1.5490254142156417,1.582033314073888,0.025389084712598774,0.025389084712598774,0.18483569417971352,0.0,0.0,0.003993897476083934,0.02922548674442466
training,1234,AAPL,market_only,naive,true,false,59,0.0,0.0,1.0675185565151128,0.24086009306713832,0.10269079946098704,0.0665914847463755,0.03435904138185808,4.8012451461963,2.187112326791741,1.6875923612382013,1.7207407191761437,0.02355649385527646,0.02355649385527646,0.13215655105656218,0.0,0.0,0.00344988173584813,0.02623870975648614
training,1234,AAPL,market_only,hybrid,false,false,191,0.8429319371727748,0.8272251308900523,0.2143506475122492,0.04836310956255566,0.1280808783386675,0.08440346786330187,0.03379032782903483,5.610842807877564,1.4976286083810624,1.0010895780402027,1.0238066727204354,0.017119570800362242,0.017119570800362242,0.04863875400797717,0.0,0.0,0.007925331152778888,0.0521326655385326
training,1234,AAPL,market_only,hybrid,true,false,59,0.9661016949152542,0.9491525423728814,0.1969110687108435,0.044428284685252714,0.0691006473809228,0.04575829951905777,0.034864570096931904,8.219089822583538,3.4987075413787676,1.0013296528645748,1.022059336637083,0.013488977953901386,0.013488977953901386,0.14822465061836906,0.0,0.0,0.007947596112602179,0.052808314031153096
training,1234,AAPL,market_and_assets,naive,false,false,143,0.0,0.0,0.9102939041894651,0.2053861013875682,0.1286899643482539,0.08486000581324005,0.03351098643001516,4.422195329481423,1.5559974912441883,1.5541884970842688,1.584491897278501,0.025389032092790767,0.025389032092790767,0.18269656879122023,0.0,0.0,0.004007200319564745,0.02937265193230485
training,1234,AAPL,market_and_assets,naive,false,true,48,0.0,0.0,1.1229935016455035,0.2533766908962377,0.059697765228048316,0.040271215275032975,0.035454922480603404,4.188675019153134,1.8588575539595407,1.4496912705118128,1.7702010670677042,0.029012716286827316,0.029012716286827316,0.22884146977181896,0.0,0.0,0.003125753193540613,0.024358279103398415
training,1234,AAPL,market_and_assets,naive,true,false,46,0.0,0.0,1.0705082409209756,0.24153464402444277,0.104082050003496,0.0667330475622467,0.034201687341914436,5.052570952730541,2.139569189155614,1.6786598775357837,1.7261836040757288,0.025312294113478434,0.025312294113478434,0.13558342267139906,0.0,0.0,0.0032695149171618094,0.02660410575623252
training,1234,AAPL,market_and_assets,naive,true,true,13,0.0,0.0,1.3284657128082815,0.29973659312120376,0.047216804934706175,0.03368132121825323,0.0360749240901541,3.4161583823875508,2.28211052047726,1.5814421309040667,1.937394235909538,0.022186658089362273,0.022186658089362273,0.17198511874691289,0.0,0.0,0.0028366427498748544,0.021219200177985433
training,1234,AAPL,market_and_assets,hybrid,false,false,143,0.8251748251748252,0.8041958041958042,0.21681682980465364,0.04891954475784468,0.1273311689894813,0.08429544790162541,0.033270372793546915,5.621438499580503,1.4729644079728028,1.0020979197622644,1.0230869723991167,0.017121065853546006,0.017121065853546006,0.04998761724795548,0.0,0.0,0.007867764917656464,0.05278380332610271
training,1234,AAPL,market_and_assets,hybrid,false,true,48,0.1875,0.08333333333333333,0.42821282694568813,0.09661600795716074,0.07836114702217699,0.05051525127833933,0.03493979922407764,4.69303786051411,1.7502433145767717,0.998870936517884,1.22140695457661,0.02149189328393739,0.02149189328393739,0.0891060175538978,0.0,0.0,0.006040612195709807,0.04058959990359123
training,1234,AAPL,market_and_assets,hybrid,true,false,46,0.8260869565217391,0.8478260869565217,0.22217448000201823,0.050128370700291074,0.07127744002389998,0.046979065534979554,0.03486456005841418,8.826199108046236,3.980459975230763,1.000682555730404,1.0315039781788797,0.014568846486005562,0.013913059776396718,0.14162786082607023,0.021739130434782608,0.0,0.007961583199723347,0.053388977962211946
training,1234,AAPL,market_and_assets,hybrid,true,true,13,0.3076923076923077,0.23076923076923078,0.4171259010980996,0.09411450765519304,0.048698466243376815,0.033814345949105123,0.035425239519640356,4.719435174969171,1.7512779761280988,1.0008146835098053,1.2315724548949534,0.014836539945942643,0.014836539945942643,0.0661786694331298,0.0,0.0,0.006007008176205573,0.04035263362812169
training,1234,ABBV,off,naive,false,false,250,0.096,0.008,0.42791243030808357,0.10055133582239255,0.08082280631082638,0.05206734725411546,0.027435341871625957,10.88547926873388,5.664636923349305,1.2078866574025795,1.2544518512476839,0.021417893004002257,0.021417893004002257,0.03677180325775557,0.0,0.0,0.007394070860448306,0.039288503253796056
training,1234,ABBV,off,hybrid,false,false,250,0.92,0.912,0.19639250561095473,0.046148528030537976,0.08075653279760613,0.05202907734828121,0.02744279782540795,10.263432276425734,5.919628418613448,0.9986815162929211,1.0384893063252694,0.0190525318546897,0.0190525318546897,0.02325476308985689,0.0,0.0,0.008915401301518435,0.04818655097613875
training,1234,ABBV,market_only,naive,false,false,191,0.07329842931937172,0.015706806282722512,0.42380034298843294,0.09958507299915215,0.08121223692797773,0.052257234581760695,0.027865702007161344,11.246949491436045,5.65907957606555,1.2086516201919446,1.2540811711658921,0.02648217439913552,0.02648217439913552,0.0358088760823215,0.0,0.0,0.007548655514039214,0.039448728577756026
training,1234,ABBV,market_only,naive,true,false,59,0.0,0.0,0.5079365760070155,0.11935549802511271,0.07097393586240695,0.04572631924411839,0.027183789575959957,9.183249208349599,5.243486857200906,1.2553449088858817,1.3093085818622663,0.025486652128013394,0.025486652128013394,0.020704557283019488,0.0,0.0,0.006789465298969328,0.036661887079181825
training,1234,ABBV,market_only,hybrid,false,false,191,0.900523560209424,0.9214659685863874,0.19657707925819656,0.046191899350166245,0.08115967842674074,0.05222097421653699,0.02786406704203997,10.568854024764294,5.8898206802912565,1.0005039697513682,1.0392141827444945,0.023585211878867973,0.023585211878867973,0.019689732584815406,0.0,0.0,0.009165142928530058,0.04834887356948434
training,1234,ABBV,market_only,hybrid,true,false,59,0.864406779661017,0.8135593220338984,0.2117727176855285,0.049762587262742734,0.06653039397230194,0.0428895775017392,0.02729368341543509,8.549736254251954,5.826904547850183,0.996609549558072,1.041194352508249,0.02193953194589339,0.02193953194589339,0.0524305102886823,0.0,0.0,0.008609385148963809,0.047912300697329574
training,1234,ABBV,market_and_assets,naive,false,false,132,0.10606060606060606,0.0,0.4258502211080762,0.100066755625326,0.08135003181876586,0.0523923840055063,0.027499977187526985,10.116512829973818,5.38885924050156,1.2122117579346876,1.2496827803734583,0.02416518389790384,0.02416518389790384,0.03420347262759352,0.0,0.0,0.0073347356427616766,0.03917975853984529
training,1234,ABBV,market_and_assets,naive,false,true,59,0.0,0.0,0.6747652962439025,0.15855709509319008,0.03701503331060005,0.03624623913744369,0.029443310765012463,9.893797025649778,4.876820831558054,1.1744582077613663,1.4871082672849798,0.025727493021520238,0.025727493021520238,0.05905615464651637,0.0,0.0,0.005275929262105225,0.0319435763569739
training,1234,ABBV,market_and_assets,naive,true,false,43,0.0,0.0,0.5317908876544816,0.12496081054092233,0.07369508883985601,0.04732957504061148,0.02763963563688696,9.4124835840608,4.692386669070586,1.2563883169730237,1.3432765816321521,0.025021574157797224,0.025021574157797224,0.01687202059556683,0.0,0.0,0.006204913484336375,0.035968319628714114
training,1234,ABBV,market_and_assets,naive,true,true,16,0.0,0.0,0.778916709937443,0.18303070939585525,0.040786318483076074,0.039451306696828566,0.02978929121151886,11.087863548363956,5.8917040109917735,1.2144222860584815,1.5856419732457925,0.019860315672883856,0.019860315672883856,0.03488728817697364,0.0,0.0,0.00454175704989154,0.029894251626898048
training,1234,ABBV,market_and_assets,hybrid,false,false,132,0.9393939393939394,0.9318181818181818,0.19390952203729006,0.04556507380609007,0.08135279544103814,0.0523790403922921,0.027508492050416226,9.540600554577534,5.634450614674224,1.0028663858509066,1.0353430209725876,0.021514420811238222,0.021514420811238222,0.021309578749492977,0.0,0.0,0.008887683779223915,0.0481715199719538
training,1234,ABBV,market_and_assets,hybrid,false,true,59,0.423728813559322,0.11864406779661017,0.43124131422246775,0.10133356064383102,0.035826911034844595,0.0347040398451114,0.029364639918130066,9.473573473335428,5.129682686557789,1.001670576109522,1.270205503966851,0.023466627218872247,0.023466627218872247,0.035808248279195,0.0,0.0,0.0065566136009902335,0.038261210583722435
training,1234,ABBV,market_and_assets,hybrid,true,false,43,0.9069767441860465,0.8604651162790697,0.22935944428893928,0.0538951357176754,0.06964620907716369,0.04471873461447121,0.027741154317506164,8.819805125881711,5.215317939085565,1.0049943710048548,1.075476736914025,0.021718356690425114,0.021718356690425114,0.048146048813120866,0.0,0.0,0.007751937984496124,0.04615850274933158
training,1234,ABBV,market_and_assets,hybrid,true,true,16,0.25,0.0625,0.4801171839555383,0.11281846653357855,0.03957108571936546,0.03827678576590288,0.029575256069018254,10.363284252506684,6.11204163857318,1.001503864118238,1.312347768254477,0.017844739137694403,0.017844739137694403,0.03210874705882827,0.0,0.0,0.006055676066522052,0.037102313810556765
training,1234,ABT,off,naive,false,false,250,0.0,0.0,0.5915338259780992,0.16184649078876448,0.13403177123932963,0.082006334905644,0.03229833757657006,5.509239908926753,1.9953394407891094,1.4176696416426828,1.448950845846671,0.02100076083274113,0.02100076083274113,0.11408050343391785,0.0,0.0,0.004600144613159799,0.031661605206073765
training,1234,ABT,off,hybrid,false,false,250,0.952,0.936,0.16165745967624284,0.04423025600465796,0.1334930875665718,0.08179712691062396,0.03235603700780934,5.4615290148512665,2.0716308210620715,1.0001445941321967,1.023874126876826,0.016011656200791168,0.016011656200791168,0.041738348769545165,0.0,0.0,0.008004338394793921,0.049334779464931235
training,1234,ABT,market_only,naive,false,false,191,0.0,0.0,0.5882880903209938,0.1609584419518923,0.13407961646479732,0.0819667111812066,0.03233275002712029,5.437623050190842,2.037475834246449,1.416909758862716,1.4441863753960538,0.022124833229085452,0.022124833229085452,0.11435031241107423,0.0,0.0,0.004614749785162387,0.03128111359704415
training,1234,ABT,market_only,naive,true,false,59,0.0,0.0,0.698137460471406,0.19101375627783687,0.1125113742718584,0.06679532690406698,0.03242312264439557,5.588793455482281,2.3674317691662616,1.5098957542958769,1.5558786985652946,0.01843831150021243,0.01843831150021243,0.07217751926981156,0.0,0.0,0.004105543095947155,0.028052501930218028
training,1234,ABT,market_only,hybrid,false,false,191,0.9476439790575916,0.9057591623036649,0.16141372351775202,0.04416356862314627,0.13349367269730594,0.08175571190342994,0.03225145107578974,5.377302003339132,2.0638672424801685,1.000604699987589,1.0215262768803817,0.016941493874937652,0.016941493874937652,0.038883134115979295,0.0,0.0,0.008061615805991223,0.049100332004557934
training,1234,ABT,market_only,hybrid,true,false,59,0.9491525423728814,0.9661016949152542,0.1493762974368143,0.04087007113615549,0.09227017487957424,0.05430703506351853,0.03282181097186272,6.254161857762022,2.6994238746119112,0.9966808351255175,1.0288382779586605,0.01282914049158722,0.01282914049158722,0.10489631838193497,0.0,0.0,0.007867936321188282,0.04890498425187204
training,1234,ABT,market_and_assets,naive,false,false,146,0.0,0.0,0.587161825179721,0.16065029040956705,0.13378961303174794,0.08188270894899097,0.03274472598367414,5.428410367312937,1.9368229097548404,1.4186735878018015,1.4455585137404074,0.02087236813994509,0.02087236813994509,0.11345376413249682,0.0,0.0,0.004640497627749878,0.031631652452975965
training,1234,ABT,market_and_assets,naive,false,true,45,0.0,0.0,0.7930335001997226,0.21697776770927746,0.05771111104684784,0.03889008622443656,0.03298333484055441,4.677440006317266,2.3558176707622707,1.3456957132208247,1.6502040361856185,0.01953568289596141,0.01953568289596141,0.15153978432849127,0.0,0.0,0.0038161806057684577,0.024825259098577978
training,1234,ABT,market_and_assets,naive,true,false,45,0.0,0.0,0.7220076622416495,0.19754475792350887,0.11421066688820708,0.06766210214388754,0.032525937221090935,5.333989774959894,2.258035212072805,1.5137941638788421,1.5816179051384829,0.019825952002966343,0.019825952002966343,0.06952364115053332,0.0,0.0,0.004025066281031575,0.027532738812565277
training,1234,ABT,market_and_assets,naive,true,true,14,0.0,0.0,0.875391648947441,0.2395113520577925,0.055308781707619055,0.03734552299662145,0.0331961341376306,5.725277232993103,3.127833823386841,1.4310349956300004,1.7319539039166103,0.021064852066046833,0.021064852066046833,0.10826931554497483,0.0,0.0,0.0038477430017560175,0.023241400681747754
training,1234,ABT,market_and_assets,hybrid,false,false,146,0.9383561643835616,0.9246575342465754,0.1553902436617771,0.04251551565607477,0.13328299113990086,0.08177646436035797,0.03265256302270821,5.374451023712144,1.9701325315979277,1.0021890577786465,1.0226485715280664,0.01601317164686423,0.01601317164686423,0.03998905332162967,0.0,0.0,0.008080012678414007,0.04941857585752634
