window,seed,rep,enabled,jump_active,forced_fraction,abs_acf_mae25,abs_acf_mae60,variance_ratio_observed
training,1234,201,false,false,0.0,0.23271046352332475,0.14567638495844226,1.0652604070018286
training,1234,202,false,false,0.0,0.23704689055872472,0.1482961299000906,1.1183361237260048
training,1234,203,false,false,0.0,0.24846422475660745,0.1545396258920906,0.8773038802359658
training,1234,204,false,false,0.0,0.23587258510175083,0.14619239728268998,1.0243040613515755
training,1234,205,false,false,0.0,0.23449945107766848,0.14700920743407814,1.1618880762044494
training,1234,206,false,false,0.0,0.244652606735838,0.1545790233649609,1.0594756776805923
training,1234,207,false,false,0.0,0.2317327755051169,0.14042460916346977,0.9485919503669631
training,1234,208,false,false,0.0,0.2358139852493989,0.14490068462810052,1.0824269417043313
training,1234,209,false,false,0.0,0.22970652130575966,0.14523049464818585,1.1395590126930724
training,1234,210,false,false,0.0,0.23577309372816674,0.1480628674307965,1.0861168832023185
training,1234,211,false,false,0.0,0.23732306831343736,0.1544232103132191,1.017401382897385
training,1234,212,false,false,0.0,0.2308047915369244,0.14795607005950892,0.9758969746596999
training,1234,213,false,false,0.0,0.23714649701694168,0.15415530919745538,1.051972271963178
training,1234,214,false,false,0.0,0.23519959581721994,0.14529199950224012,1.09101833959655
training,1234,215,false,false,0.0,0.23841167152326076,0.14358303873355283,0.9993291068680965
training,1234,216,false,false,0.0,0.23585162700034665,0.14827746184765125,0.9487483262300869
training,1234,217,false,false,0.0,0.2369532005662859,0.15387181998404495,1.1982739586618847
training,1234,218,false,false,0.0,0.22041792850901712,0.1404657770524297,1.0171880325957037
training,1234,219,false,false,0.0,0.2235185042812353,0.14414014367849362,1.0692168896400143
training,1234,220,false,false,0.0,0.23231183069881717,0.14843148866982692,0.935215791535758
training,1234,221,false,false,0.0,0.2369045680893069,0.14353999394700093,1.0808619967421378
training,1234,222,false,false,0.0,0.22990464054493887,0.1458307957994026,1.0131299790841424
training,1234,223,false,false,0.0,0.23612174068871586,0.1441134509410941,0.9207073347951167
training,1234,224,false,false,0.0,0.2263760345391449,0.15041360230970022,0.9344327996591676
training,1234,225,false,false,0.0,0.23981496751569634,0.14820912542511464,1.1694122526470367
training,1234,226,false,false,0.0,0.24287201227849273,0.14892932804817663,1.0760701765022467
training,1234,227,false,false,0.0,0.24352949409575267,0.14527736048985487,0.9629716495697868
training,1234,228,false,false,0.0,0.23690695339320855,0.15160390192924159,0.955427126687669
training,1234,229,false,false,0.0,0.2375900706530207,0.1523160092531007,1.0371867111883895
training,1234,230,false,false,0.0,0.24241665140348115,0.15136555582324115,1.0698629727392281
training,1234,231,false,false,0.0,0.23898999513305558,0.14608399064587876,1.1419307932627072
training,1234,232,false,false,0.0,0.24096838330634376,0.14974904337136868,1.0124079539960507
training,1234,233,false,false,0.0,0.22670995946508174,0.14929592717034454,1.0638981350441843
training,1234,234,false,false,0.0,0.23691727079500383,0.15006398804215332,1.0327456413310367
training,1234,235,false,false,0.0,0.23239661215132695,0.14956359449212492,1.004320259485766
training,1234,236,false,false,0.0,0.2380973903518135,0.1497611036364286,1.122387900128583
training,1234,237,false,false,0.0,0.2377795066370461,0.14796112767309372,1.0261829990731146
training,1234,238,false,false,0.0,0.22986807881192894,0.1481200169855472,1.0507149937727107
training,1234,239,false,false,0.0,0.24183868393453978,0.15380355905098822,1.0446298431756809
training,1234,240,false,false,0.0,0.23235579121656347,0.14001932265700345,1.0814471384276676
training,1234,241,false,false,0.0,0.24320442451837807,0.14963944157679224,1.0001461914276355
training,1234,242,false,false,0.0,0.24130870961026193,0.15600777626694498,1.1410242684673642
training,1234,243,false,false,0.0,0.2363077589514139,0.1503433112340692,0.9603066389720145
training,1234,244,false,false,0.0,0.23781941096968232,0.15077370459543424,1.0163134859367557
training,1234,245,false,false,0.0,0.2349578853387628,0.14876266806213503,0.8749598225358065
training,1234,246,false,false,0.0,0.2422885249408422,0.1498360885028206,0.979089361255029
training,1234,247,false,false,0.0,0.22826728726165382,0.14901990256665704,1.2125196476363573
training,1234,248,false,false,0.0,0.24036512696810572,0.15765847879390726,0.8009352015816289
training,1234,249,false,false,0.0,0.24133318925924918,0.14990917665671985,1.1158891550376573
training,1234,250,false,false,0.0,0.24310500792932502,0.1525689066684117,1.0643012615488077
training,1234,1,true,true,0.036153289949385395,0.12697808768611163,0.06460125652978001,1.3013370644301252
training,1234,2,true,false,0.0,0.23642745409662463,0.15053178188188784,1.0978916883261998
training,1234,3,true,false,0.0,0.23752391892494884,0.1461124193519577,1.0561523772383468
training,1234,4,true,true,0.026030368763557483,0.1317607621778284,0.07020728983407114,1.1477032451991453
training,1234,5,true,false,0.0,0.22742706445991023,0.1496956220676185,0.9458284576151502
training,1234,6,true,true,0.033261026753434564,0.1374277908187482,0.06913165793153331,1.2441096129438716
training,1234,7,true,false,0.0,0.2386659146899554,0.14722465277136304,0.9961965608222292
training,1234,8,true,true,0.03181489515545915,0.15065680675220489,0.08679110497285511,1.4105538216465576
training,1234,9,true,false,0.0,0.23244729755453125,0.1531995394699507,1.1231782670632857
training,1234,10,true,false,0.0,0.22848294852474685,0.14164301587191314,1.1334693073356732
training,1234,11,true,false,0.0,0.24018382636710087,0.15191631407462058,0.867541940027115
training,1234,12,true,false,0.0,0.2386205383012109,0.14578402483144073,0.9697234448380325
training,1234,13,true,false,0.0,0.22902696205847847,0.1456593876144792,1.0113560719881494
training,1234,14,true,false,0.0,0.21669501057757035,0.13400364719760224,1.1606988245983887
training,1234,15,true,false,0.0,0.22565470163871612,0.14509594487722216,1.032043432466676
training,1234,16,true,false,0.0,0.24103092441510734,0.15064945320958972,0.9878608837584987
training,1234,17,true,false,0.0,0.2370067554175235,0.15409761897963598,1.0495790417512236
training,1234,18,true,false,0.0,0.2316956083531617,0.14362599117915054,1.0086155082374497
training,1234,19,true,true,0.03940708604483008,0.12822527886848475,0.0641007350388013,1.4317005124594475
training,1234,20,true,false,0.0,0.24338529765282074,0.14884223425083354,1.0294092707887306
training,1234,21,true,false,0.0,0.2454134087311959,0.15216506955328105,1.0409228331087923
training,1234,22,true,false,0.0,0.2353875929671688,0.15003701420406615,1.2440546030031756
training,1234,23,true,false,0.0,0.22962529947654312,0.14928708745939281,1.1323438965032986
training,1234,24,true,false,0.0,0.21809797077448947,0.1357474173984118,1.1053538044829452
training,1234,25,true,false,0.0,0.24751828514128008,0.15528598922341183,0.9075455398690307
training,1234,26,true,false,0.0,0.23549078207356125,0.14747368515875398,1.1634486824386225
training,1234,27,true,false,0.0,0.23880473619597983,0.1515365784884927,0.93840956661244
training,1234,28,true,false,0.0,0.23289762654517943,0.14660637648160313,1.0677835292620295
training,1234,29,true,true,0.030730296456977585,0.1535702982252806,0.08885456602026102,1.3068718614734884
training,1234,30,true,false,0.0,0.23696730799183008,0.14698630330895357,1.0385143062575417
training,1234,31,true,false,0.0,0.2381781360635472,0.1471580402512867,0.9804776086782633
training,1234,32,true,false,0.0,0.22949569216360022,0.15615782273703055,1.1311388496326475
training,1234,33,true,true,0.03036876355748373,0.13814275324071443,0.06962519800509669,1.0583860523672122
training,1234,34,true,false,0.0,0.23623834448976058,0.13928285760958792,1.1318588748325655
training,1234,35,true,false,0.0,0.24046765270396495,0.14581780176992137,1.0023823792679396
training,1234,36,true,false,0.0,0.23580781591180652,0.14765838213372617,0.9595061335096707
training,1234,37,true,false,0.0,0.24043585218891586,0.15158164257800286,0.9050868526830271
training,1234,38,true,false,0.0,0.2455349151939231,0.15054727994700084,1.1973892632154421
training,1234,39,true,false,0.0,0.23336338333424098,0.1474096025686012,1.1733011185563418
training,1234,40,true,false,0.0,0.22430350126230597,0.1434233479390952,1.1222997269338066
training,1234,41,true,true,0.02856109906001446,0.13307779161489416,0.0703412462235018,1.2308037174973947
training,1234,42,true,false,0.0,0.2393928525680645,0.1490128070953181,0.998543373840126
training,1234,43,true,false,0.0,0.2461205623238362,0.15474236072853487,0.8794261582820113
training,1234,44,true,true,0.06109906001446132,0.07174280608641519,0.04020656644232525,1.376217989309551
training,1234,45,true,true,0.064352856109906,0.10124916300845403,0.05844820745730928,1.621933791185901
training,1234,46,true,false,0.0,0.225441323975061,0.1411531854499029,0.947128792199789
training,1234,47,true,true,0.028922631959508314,0.17748844959058446,0.10081162491184197,1.3794640024499607
training,1234,48,true,false,0.0,0.23541040864530605,0.14668548560759417,0.8578122964930863
training,1234,49,true,false,0.0,0.2356498783153268,0.15001983277542064,1.0941939622219938
training,1234,50,true,false,0.0,0.2366055002870199,0.14835852528960444,1.0445736803513321
training,1234,51,true,false,0.0,0.2262615492128797,0.14522560794441525,1.0397001994494848
training,1234,52,true,false,0.0,0.23963247554835118,0.14774942057277463,1.1529039335874018
training,1234,53,true,false,0.0,0.2317255324006874,0.14778887752010345,1.0520836772001851
training,1234,54,true,false,0.0,0.24539498073002836,0.15373817909748022,1.1071343450821234
training,1234,55,true,false,0.0,0.239712363200013,0.1492792170760358,1.1199902183621613
training,1234,56,true,true,0.06218365871294288,0.08250168674712699,0.05069917406771272,1.3968526029848345
training,1234,57,true,false,0.0,0.24353072368223255,0.1459035186957202,0.9627358568658251
training,1234,58,true,false,0.0,0.22358093334435383,0.14346704042488742,1.0725425062625669
training,1234,59,true,false,0.0,0.22508422607548248,0.14546637881003877,0.9869848293715411
training,1234,60,true,false,0.0,0.2304919942360751,0.15164255479566163,1.00529845774248
training,1234,61,true,false,0.0,0.2352825102254929,0.1465096789699081,0.9198112670679099
training,1234,62,true,false,0.0,0.23272964133891164,0.14855266107515314,0.9611914751272501
training,1234,63,true,false,0.0,0.23945498628681644,0.15118187215707746,1.0365261833282307
training,1234,64,true,true,0.030007230657989877,0.16899011792389626,0.10134633978229401,1.2733537247568443
training,1234,65,true,true,0.03109182935647144,0.13841071859828447,0.07192608876311055,1.2717874528739788
training,1234,66,true,false,0.0,0.23009404607169429,0.14795370418937248,1.0838595522614187
training,1234,67,true,false,0.0,0.24056949872791222,0.15072964271613243,0.9897429584400285
training,1234,68,true,false,0.0,0.21743417562100256,0.14137945628567403,1.0408078732894621
training,1234,69,true,true,0.033622559652928416,0.1547855935251239,0.0930351669020248,1.1730364954838617
training,1234,70,true,false,0.0,0.23718238152090315,0.1513300447064711,0.9681465994372928
training,1234,71,true,false,0.0,0.23114390164180626,0.1517548769524783,0.9767808635669984
training,1234,72,true,false,0.0,0.245930930020268,0.15222455552070766,1.0802901088356576
training,1234,73,true,false,0.0,0.2269562429751478,0.14535253138020027,1.091076527531972
training,1234,74,true,true,0.03253796095444685,0.15845599177958014,0.08464913742132216,1.128448881664838
training,1234,75,true,false,0.0,0.22375541492128595,0.14572971229135456,1.111044085694335
training,1234,76,true,false,0.0,0.23272634240613002,0.14537877176746997,0.9231236519293807
training,1234,77,true,false,0.0,0.2384286539799189,0.14371722199663237,1.0992608422010774
training,1234,78,true,false,0.0,0.23329549661632498,0.14360821264450627,1.0017808780794972
training,1234,79,true,false,0.0,0.2409720918894651,0.15234410251144004,0.9595255803797872
training,1234,80,true,false,0.0,0.2360973847461585,0.15196182021771698,1.018989764780786
