window,kind,baseline,changed,metric,mean_difference,mc_se,mc_low,mc_high,n_market_replications
training,correction,market_and_assets/naive,market_and_assets/hybrid,raw_acf_mae25,-2.240051753174773e-5,9.460668019272115e-6,-4.094342684952108e-5,-3.857608213974387e-6,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,kurtosis,-0.7713299668865653,0.028718187586209913,-0.8276176145555367,-0.7150423192175939,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,kurtosis_abs_error,0.6132129747660361,0.021714961461334892,0.5706516503018197,0.6557742992302524,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,variance_ratio_generator,-0.33427505625807247,0.001407305439274709,-0.3370333749190509,-0.33151673759709405,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,variance_ratio_observed,-0.3621526538154104,0.0015246458767961492,-0.36514095973393085,-0.35916434789688995,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,beta_abs_error,-0.0048949186857587135,1.552530349277002e-5,-0.004925348280604543,-0.0048644890909128845,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,beta_effective_abs_error,-0.004929354780393786,1.4904217632423923e-5,-0.004958567046953338,-0.004900142513834235,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,r2_abs_error,-0.042964896388464006,0.0011914563676682086,-0.0453001508690937,-0.040629641907834316,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,clipped,0.0007825059101654848,0.00018166959414342405,0.0004264335056443737,0.001138578314686596,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,tracker,0.004728132387706863,2.1953688768572727e-19,0.004728132387706863,0.004728132387706863,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,var99_rate,0.002032990945438444,9.187512648585793e-6,0.0020149834206472155,0.002050998470229672,1000
training,correction,market_and_assets/naive,market_and_assets/hybrid,var95_rate,0.012735331422251639,4.682593821722074e-5,0.012643552583345886,0.012827110261157392,1000
training,jump_setting,off/naive,market_only/naive,ks_pass,-0.006442080378250599,0.0007075905712425556,-0.007828957897886008,-0.005055202858615189,1000
training,jump_setting,off/naive,market_only/naive,ad_pass,-0.0020023640661938538,0.0002801356856873932,-0.0025514300101411444,-0.0014532981222465631,1000
training,jump_setting,off/naive,market_only/naive,w1,0.027061100926291264,0.0024665526673378845,0.02222665769830901,0.031895544154273515,1000
training,jump_setting,off/naive,market_only/naive,w1_standardized,0.005602228857747871,0.0005114737588051188,0.0045997402904898385,0.006604717425005903,1000
training,jump_setting,off/naive,market_only/naive,abs_acf_mae25,-0.00387746343807588,0.000237267710340595,-0.004342508150343446,-0.003412418725808314,1000
training,jump_setting,off/naive,market_only/naive,abs_acf_mae60,-0.0028469905689840064,0.0001734794176472913,-0.0031870102275726973,-0.0025069709103953154,1000
training,jump_setting,off/naive,market_only/naive,raw_acf_mae25,-5.885541410562946e-6,2.632918723671698e-5,-5.749074839452822e-5,4.5719665573402335e-5,1000
training,jump_setting,off/naive,market_only/naive,kurtosis,-0.17599030265537605,0.026688955641129157,-0.2283006557119892,-0.1236799495987629,1000
training,jump_setting,off/naive,market_only/naive,kurtosis_abs_error,0.13075028668885574,0.015194574537505934,0.10096892059534411,0.16053165278236736,1000
training,jump_setting,off/naive,market_only/naive,variance_ratio_generator,0.016648608596880245,0.0017886741477286478,0.013142807267332097,0.020154409926428394,1000
training,jump_setting,off/naive,market_only/naive,variance_ratio_observed,0.01725622547425422,0.0018548427034806912,0.013620733775432065,0.020891717173076373,1000
training,jump_setting,off/naive,market_only/naive,beta_abs_error,-0.0005156453323410371,7.982694186648379e-5,-0.0006721061383993454,-0.00035918452628272884,1000
training,jump_setting,off/naive,market_only/naive,beta_effective_abs_error,-0.0005156453323410371,7.982694186648379e-5,-0.0006721061383993454,-0.00035918452628272884,1000
training,jump_setting,off/naive,market_only/naive,r2_abs_error,-0.0069419645191131155,0.0008020547488734644,-0.008513991826905105,-0.0053699372113211255,1000
training,jump_setting,off/naive,market_only/naive,clipped,0.0,0.0,0.0,0.0,1000
training,jump_setting,off/naive,market_only/naive,tracker,0.0,0.0,0.0,0.0,1000
training,jump_setting,off/naive,market_only/naive,var99_rate,-7.777230777646146e-5,2.3539573588855462e-5,-0.00012390987201061818,-3.1634743542304755e-5,1000
training,jump_setting,off/naive,market_only/naive,var95_rate,-0.00048719250473069946,7.148000570519464e-5,-0.0006272933159128809,-0.000347091693548518,1000
training,jump_setting,off/naive,market_and_assets/naive,ks_pass,-0.016744680851063856,0.0006556482106326256,-0.0180297513439038,-0.015459610358223911,1000
training,jump_setting,off/naive,market_and_assets/naive,ad_pass,-0.008205673758865255,0.0002916761587661818,-0.008777359030046972,-0.007633988487683539,1000
training,jump_setting,off/naive,market_and_assets/naive,w1,0.09327747744667357,0.0024742949978082494,0.0884278592509694,0.09812709564237775,1000
training,jump_setting,off/naive,market_and_assets/naive,w1_standardized,0.019175091690924725,0.000512978652783459,0.018169653531469147,0.020180529850380304,1000
training,jump_setting,off/naive,market_and_assets/naive,abs_acf_mae25,-0.018584149284298537,0.0002082304464728678,-0.01899228095938536,-0.018176017609211715,1000
training,jump_setting,off/naive,market_and_assets/naive,abs_acf_mae60,-0.012284074302193146,0.00014789310129642894,-0.012573944780734148,-0.011994203823652145,1000
training,jump_setting,off/naive,market_and_assets/naive,raw_acf_mae25,0.0003881072850874204,2.6176446773047172e-5,0.00033680144941224794,0.0004394131207625929,1000
training,jump_setting,off/naive,market_and_assets/naive,kurtosis,-0.448373998202264,0.05856660608790511,-0.563164546134558,-0.33358345026996994,1000
training,jump_setting,off/naive,market_and_assets/naive,kurtosis_abs_error,0.2355602695180731,0.04397215763068415,0.14937484056193218,0.321745698474214,1000
training,jump_setting,off/naive,market_and_assets/naive,variance_ratio_generator,0.0017223743919165327,0.0017374267323793644,-0.0016829820035470216,0.005127730787380087,1000
training,jump_setting,off/naive,market_and_assets/naive,variance_ratio_observed,0.0737360158992588,0.0018787486592891105,0.07005366852705214,0.07741836327146545,1000
training,jump_setting,off/naive,market_and_assets/naive,beta_abs_error,0.00020256984858015286,8.074733413916583e-5,4.4305073667387827e-5,0.00036083462349291787,1000
training,jump_setting,off/naive,market_and_assets/naive,beta_effective_abs_error,0.00020256984858015286,8.074733413916583e-5,4.4305073667387827e-5,0.00036083462349291787,1000
training,jump_setting,off/naive,market_and_assets/naive,r2_abs_error,0.0008047754374228587,0.0008065856676271183,-0.0007761324711262932,0.0023856833459720106,1000
training,jump_setting,off/naive,market_and_assets/naive,clipped,0.0,0.0,0.0,0.0,1000
training,jump_setting,off/naive,market_and_assets/naive,tracker,0.0,0.0,0.0,0.0,1000
training,jump_setting,off/naive,market_and_assets/naive,var99_rate,-0.0004196909791131414,2.2624603455240438e-5,-0.00046403520188541264,-0.0003753467563408701,1000
training,jump_setting,off/naive,market_and_assets/naive,var95_rate,-0.00200618622961357,6.92380794250733e-5,-0.0021418928652867136,-0.0018704795939404263,1000
training,jump_setting,off/hybrid,market_only/hybrid,ks_pass,-0.0029669030732860585,0.004005969556463279,-0.010818603403954085,0.004884797257381969,1000
training,jump_setting,off/hybrid,market_only/hybrid,ad_pass,-0.007354609929078025,0.0035949846660455202,-0.014400779874527245,-0.00030843998362880577,1000
training,jump_setting,off/hybrid,market_only/hybrid,w1,0.0028774160559958428,0.0006427036565430037,0.0016177168891715556,0.00413711522282013,1000
training,jump_setting,off/hybrid,market_only/hybrid,w1_standardized,0.0005336141800253365,0.0001341855283138302,0.0002706105445302293,0.0007966178155204437,1000
training,jump_setting,off/hybrid,market_only/hybrid,abs_acf_mae25,-0.007253009185526124,0.0004447529043061765,-0.00812472487796623,-0.006381293493086019,1000
training,jump_setting,off/hybrid,market_only/hybrid,abs_acf_mae60,-0.005168423517814909,0.0003121655652025684,-0.005780268025611943,-0.004556579010017875,1000
training,jump_setting,off/hybrid,market_only/hybrid,raw_acf_mae25,3.000679514631609e-5,3.809568793671285e-5,-4.4660753209641104e-5,0.00010467434350227328,1000
training,jump_setting,off/hybrid,market_only/hybrid,kurtosis,-0.1736017668480261,0.057087401514273634,-0.2854930738160024,-0.06171045988004979,1000
training,jump_setting,off/hybrid,market_only/hybrid,kurtosis_abs_error,0.18512593773907707,0.03267535823885457,0.12108223559092211,0.249169639887232,1000
training,jump_setting,off/hybrid,market_only/hybrid,variance_ratio_generator,0.00020706805281949913,4.654498623634449e-5,0.00011583987979626393,0.00029829622584273436,1000
training,jump_setting,off/hybrid,market_only/hybrid,variance_ratio_observed,0.00020678243679591102,4.82719711325334e-5,0.00011216937337614556,0.0003013955002156765,1000
training,jump_setting,off/hybrid,market_only/hybrid,beta_abs_error,-0.0006383225560448239,8.758608311794017e-5,-0.0008099912789559866,-0.00046665383313366116,1000
training,jump_setting,off/hybrid,market_only/hybrid,beta_effective_abs_error,-0.0006823351311017051,9.001259121658138e-5,-0.0008587598098862046,-0.0005059104523172055,1000
training,jump_setting,off/hybrid,market_only/hybrid,r2_abs_error,0.009372915091312509,0.001001938911262389,0.007409114825238226,0.011336715357386791,1000
training,jump_setting,off/hybrid,market_only/hybrid,clipped,0.0010543735224586293,0.00023842231983552155,0.0005870657755810071,0.0015216812693362514,1000
training,jump_setting,off/hybrid,market_only/hybrid,tracker,0.0,0.0,0.0,0.0,1000
training,jump_setting,off/hybrid,market_only/hybrid,var99_rate,7.06313919956771e-6,3.253113905393095e-5,-5.669789334613695e-5,7.082417174527237e-5,1000
training,jump_setting,off/hybrid,market_only/hybrid,var95_rate,-3.5363558509355036e-5,6.19117328399243e-5,-0.00015671055487560665,8.598343785689658e-5,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,ks_pass,-0.12253664302600492,0.0038882962544774784,-0.13015770368478077,-0.11491558236722907,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,ad_pass,-0.1520921985815605,0.00339975643254071,-0.1587557211893403,-0.1454286759737807,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,w1,0.06934579171763344,0.0007185868529938462,0.0679373614857655,0.07075422194950139,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,w1_standardized,0.014153223766868733,0.00014812348251316156,0.013862901741142936,0.01444354579259453,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,abs_acf_mae25,-0.019877939019932945,0.00038150466323652393,-0.020625688159876532,-0.019130189879989358,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,abs_acf_mae60,-0.013318406819219464,0.00026330803279527086,-0.013834490563498196,-0.012802323074940733,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,raw_acf_mae25,0.0003643974813398472,3.6965088360792515e-5,0.00029194590815269383,0.00043684905452700054,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,kurtosis,-0.39153765959536335,0.07538300821076818,-0.539288355688469,-0.24378696350225773,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,kurtosis_abs_error,0.25707671447498237,0.050668722922070544,0.15776601754772412,0.3563874114022406,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,variance_ratio_generator,6.746128662796702e-5,4.708481066537456e-5,-2.482494227616712e-5,0.00015974751553210115,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,variance_ratio_observed,0.05644409801423098,0.00031912665826251555,0.05581860976403645,0.057069586264425515,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,beta_abs_error,0.00020512665893569643,8.874376519142911e-5,3.1188879160495354e-5,0.0003790644387108975,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,beta_effective_abs_error,0.00017135361987306456,9.088165328520145e-5,-6.77442056593028e-6,0.0003494816603120594,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,r2_abs_error,0.011761758866881336,0.0008146794855775039,0.010164987075149429,0.013358530658613244,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,clipped,0.0007423167848699765,0.00018240662541143767,0.0003847997990635587,0.0010998337706763944,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,tracker,0.0,0.0,0.0,0.0,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,var99_rate,-0.0005000658109533364,3.1200141580409525e-5,-0.0005612180884509391,-0.0004389135334557338,1000
training,jump_setting,off/hybrid,market_and_assets/hybrid,var95_rate,-0.0024283788796411565,6.07550058228878e-5,-0.002547458691054017,-0.002309299068228296,1000
holdout_2025,correction,off/naive,off/hybrid,ks_pass,0.03543269230769217,0.0010745601658875292,0.033326554382552616,0.03753883023283173,1000
holdout_2025,correction,off/naive,off/hybrid,ad_pass,0.08613942307692278,0.001326075273418252,0.08354031554102301,0.08873853061282255,1000
holdout_2025,correction,off/naive,off/hybrid,w1,-0.12521051670062858,0.0014870389780503302,-0.1281251130976072,-0.12229592030364993,1000
holdout_2025,correction,off/naive,off/hybrid,w1_standardized,-0.03460287431045737,0.00036479780032511584,-0.035317877999094596,-0.03388787062182014,1000
holdout_2025,correction,off/naive,off/hybrid,abs_acf_mae25,8.3082136072089e-5,2.952668308062785e-5,2.520983723405841e-5,0.00014095443491011957,1000
holdout_2025,correction,off/naive,off/hybrid,abs_acf_mae60,3.865875991584206e-5,2.055126653558911e-5,-1.6217224939125944e-6,7.893924232559672e-5,1000
holdout_2025,correction,off/naive,off/hybrid,raw_acf_mae25,1.5277826913332458e-5,2.577920035254186e-5,-3.524940577764959e-5,6.580505960431451e-5,1000
holdout_2025,correction,off/naive,off/hybrid,kurtosis,0.02822518123323219,0.03962201830109144,-0.04943397463690703,0.1058843371033714,1000
holdout_2025,correction,off/naive,off/hybrid,kurtosis_abs_error,-0.17466431499379295,0.02806800793937794,-0.2296776105549737,-0.1196510194326122,1000
holdout_2025,correction,off/naive,off/hybrid,variance_ratio_generator,-0.3604014659450898,0.0033090935162787124,-0.3668872892369961,-0.35391564265318354,1000
holdout_2025,correction,off/naive,off/hybrid,variance_ratio_observed,-0.34693784249072745,0.003202622234002224,-0.3532149820693718,-0.3406607029120831,1000
holdout_2025,correction,off/naive,off/hybrid,beta_abs_error,-0.015390173534933048,0.0001188667296781546,-0.015623152325102231,-0.015157194744763864,1000
holdout_2025,correction,off/naive,off/hybrid,beta_effective_abs_error,-0.016947944977559855,9.754485237896964e-5,-0.017139132888222636,-0.016756757066897075,1000
holdout_2025,correction,off/naive,off/hybrid,r2_abs_error,0.009697982264211443,0.0019854181196848246,0.005806562749629187,0.0135894017787937,1000
holdout_2025,correction,off/naive,off/hybrid,clipped,0.020387019230769236,0.0014027058007158183,0.017637715861366234,0.02313632260017224,1000
holdout_2025,correction,off/naive,off/hybrid,tracker,0.004807692307692301,2.1953688768572727e-19,0.004807692307692301,0.004807692307692301,1000
holdout_2025,correction,off/naive,off/hybrid,var99_rate,0.004195754170528289,4.8061668009235587e-5,0.0041015533012301875,0.00428995503982639,1000
holdout_2025,correction,off/naive,off/hybrid,var95_rate,0.01647363492431266,0.00017161801591330982,0.016137263613122572,0.016810006235502745,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,ks_pass,0.04120192307692292,0.0017469339432327046,0.03777793254818682,0.04462591360565902,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,ad_pass,0.09125480769230739,0.001960943313288495,0.08741135879826194,0.09509825658635283,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,w1,-0.1330373512776978,0.0030070421953353214,-0.13893115398055503,-0.1271435485748406,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,w1_standardized,-0.03623624712843657,0.0006815559913621635,-0.037572096871506415,-0.03490039738536673,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,abs_acf_mae25,0.0017872652566628046,0.00039704670938304354,0.0010090537062720393,0.00256547680705357,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,abs_acf_mae60,0.0009840322894269593,0.00022259526942283202,0.0005477455613582085,0.0014203190174957101,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,raw_acf_mae25,9.478601163395431e-5,3.4228802592322366e-5,2.7697558553002477e-5,0.00016187446471490615,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,kurtosis,0.017955678375531362,0.05130454513563677,-0.08260123009031671,0.11851258684137943,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,kurtosis_abs_error,-0.12080279334826717,0.04119631241113129,-0.2015475656740845,-0.04005802102244985,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,variance_ratio_generator,-0.36592789552519633,0.004422677895786273,-0.3745963442009374,-0.35725944684945526,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,variance_ratio_observed,-0.3522013986455096,0.004264324632127901,-0.36055947492448026,-0.3438433223665389,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,beta_abs_error,-0.013749039854153733,0.00037430156858784305,-0.014482670928585906,-0.01301540877972156,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,beta_effective_abs_error,-0.016928567157178283,0.00010952727157120042,-0.017143240609457835,-0.01671389370489873,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,r2_abs_error,0.012103507666802718,0.0023433905656854376,0.007510462158059261,0.016696553175546178,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,clipped,0.02950240384615382,0.002650371036262702,0.024307676615078926,0.034697131077228716,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,tracker,0.004807692307692301,2.1953688768572727e-19,0.004807692307692301,0.004807692307692301,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,var99_rate,0.004282360210071077,5.6071665003438166e-5,0.004172459746664338,0.0043922606734778154,1000
holdout_2025,correction,market_only/naive,market_only/hybrid,var95_rate,0.016510136700648773,0.00019911309156353337,0.01611987504118425,0.016900398360113297,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,ks_pass,0.04162740384615368,0.0017081444687601641,0.03827944068738376,0.044975367004923605,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,ad_pass,0.09016346153846122,0.0019231129202760063,0.08639416021472025,0.09393276286220219,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,w1,-0.13794337874244791,0.0030215663004427053,-0.14386564869131563,-0.1320211087935802,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,w1_standardized,-0.037046133157315954,0.0006818654168089251,-0.03838258937426145,-0.03570967694037046,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,abs_acf_mae25,0.0015983917877905982,0.00039130721777771375,0.0008314296409462792,0.002365353934634917,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,abs_acf_mae60,0.0008759258503264174,0.00021985418259091,0.0004450116524482338,0.001306840048204601,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,raw_acf_mae25,8.962222435367845e-5,3.402580688113721e-5,2.2931642866649523e-5,0.00015631280584070737,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,kurtosis,0.015302363698278068,0.05003047717704618,-0.08275737156873243,0.11336209896528858,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,kurtosis_abs_error,-0.11624291057940221,0.040272343554816334,-0.19517670394684222,-0.0373091172119622,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,variance_ratio_generator,-0.3599288575306082,0.00436190322614119,-0.36847818785384495,-0.3513795272073715,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,variance_ratio_observed,-0.3523872753828102,0.004265253403852487,-0.360747172054361,-0.3440273787112593,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,beta_abs_error,-0.013655244548544063,0.00036331532111794133,-0.014367342577935227,-0.012943146519152899,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,beta_effective_abs_error,-0.016703129200937833,0.00010800434534855602,-0.016914817717821003,-0.016491440684054663,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,r2_abs_error,0.010975716409878655,0.002291552778222285,0.006484272964562977,0.015467159855194333,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,clipped,0.028564903846153823,0.002569645215977136,0.023528399222838635,0.03360140846946901,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,tracker,0.004807692307692301,2.1953688768572727e-19,0.004807692307692301,0.004807692307692301,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,var99_rate,0.004186177401915377,5.435750579442929e-5,0.004079636690558296,0.004292718113272458,1000
holdout_2025,correction,market_and_assets/naive,market_and_assets/hybrid,var95_rate,0.01611593489341986,0.0001942183770370767,0.01573526687442719,0.01649660291241253,1000
holdout_2025,jump_setting,off/naive,market_only/naive,ks_pass,-0.006122596153846134,0.0023052187970950136,-0.01064082499615236,-0.0016043673115399074,1000
holdout_2025,jump_setting,off/naive,market_only/naive,ad_pass,-0.005451923076923055,0.00263660965897073,-0.010619678008505686,-0.00028416814534042417,1000
holdout_2025,jump_setting,off/naive,market_only/naive,w1,0.009119816500821772,0.003941035606092218,0.0013953867128810252,0.01684424628876252,1000
holdout_2025,jump_setting,off/naive,market_only/naive,w1_standardized,0.0019724671899152817,0.0009034819782268081,0.000201642512590738,0.0037432918672398252,1000
holdout_2025,jump_setting,off/naive,market_only/naive,abs_acf_mae25,0.00025079432068098983,7.79370021123461e-5,9.803779654079148e-5,0.0004035508448211882,1000
holdout_2025,jump_setting,off/naive,market_only/naive,abs_acf_mae60,0.0001465290473882062,5.5186898215182784e-5,3.836272688644796e-5,0.00025469536788996446,1000
holdout_2025,jump_setting,off/naive,market_only/naive,raw_acf_mae25,2.525078899168355e-5,4.930668254151071e-5,-7.139030878967743e-5,0.00012189188677304454,1000
holdout_2025,jump_setting,off/naive,market_only/naive,kurtosis,-0.025500121005936818,0.03611487969725036,-0.09628528521254752,0.04528504320067388,1000
