window,seed,rep,scenario,method,n_assets,ks_pass,ad_pass,w1,w1_standardized,abs_acf_mae25,abs_acf_mae60,raw_acf_mae25,kurtosis,kurtosis_abs_error,variance_ratio_generator,variance_ratio_observed,beta_abs_error,beta_effective_abs_error,r2_abs_error,clipped,tracker,var99_rate,var95_rate
training,1234,5,market_only,hybrid,423,0.5910165484633577,0.5768321513002371,0.30185560975803555,0.0598142625873814,0.13469959632574646,0.09529750054005626,0.030735789876868414,13.888172645712277,26.510685650812377,1.0000718126548778,1.0494590577539602,0.02444118746672451,0.02444118746672451,0.03373492916543715,0.0,0.004728132387706856,0.008924649022493673,0.047751402115181134
training,1234,5,market_and_assets,naive,423,0.049645390070922,0.02364066193853428,0.7500706399544015,0.15514108214843475,0.12130928942489937,0.08623764333396366,0.03140861884043545,15.037156819638362,24.866043870410163,1.287569769578445,1.4316049667375428,0.02977326513782562,0.02977326513782562,0.11419964692620473,0.0,0.0,0.005999053006022128,0.03414562852879187
training,1234,5,market_and_assets,hybrid,423,0.5177304964539013,0.46099290780141905,0.36407485627740116,0.07357174103762167,0.12202873022031425,0.0869838054816112,0.03127398112113078,14.004535067747604,25.428829696816617,0.9990226136626241,1.118031915304115,0.02500798042019161,0.02500798042019161,0.04665171175572555,0.0,0.004728132387706856,0.008167395715279602,0.045533487518995455
training,1234,6,off,naive,423,0.09692671394799063,0.04255319148936171,0.6827919329008354,0.14033965737113094,0.1364915289913645,0.09512268070095309,0.030990357834479936,16.05835860229935,23.52489902506741,1.3214466540001077,1.372949789648681,0.027082641107206398,0.027082641107206398,0.09487283648579417,0.0,0.0,0.006152042105335133,0.03522424441333382
training,1234,6,off,hybrid,423,0.8368794326241146,0.7635933806146582,0.266373424056534,0.052587972990309644,0.13656965858989367,0.09518203115004002,0.030790321756809194,15.030031043947066,24.04718526734399,1.0004722605413443,1.0435946885629386,0.0224504448331001,0.0224504448331001,0.024677862769577247,0.0,0.004728132387706856,0.00831269262524166,0.04812661001796554
training,1234,6,market_only,naive,423,0.04018912529550828,0.016548463356973995,0.818773057370606,0.16848664485253417,0.12262838146868153,0.08382157629392856,0.031327983800240246,14.970029701088283,24.008715767526887,1.4015254918587932,1.4550791585028662,0.02430595236223375,0.02430595236223375,0.05699227339121111,0.0,0.0,0.005762304511554524,0.033019150132733016
training,1234,6,market_only,hybrid,423,0.7588652482269513,0.685579196217495,0.2880676542473844,0.056719637260564865,0.11018762652281014,0.07438287603165548,0.031437540518907084,13.777648097455542,24.64454992584466,1.0014369823117262,1.0445390684269111,0.018836382025294675,0.018836382025294675,0.07146215997762811,0.0,0.004728132387706856,0.008400725458924565,0.04830694912385965
training,1234,6,market_and_assets,naive,423,0.03309692671394799,0.018912529550827423,0.8976657138995269,0.18466281001977727,0.10903446865101725,0.07557453707088825,0.03201410135911,12.916124437944326,24.539301697746776,1.3795173551345756,1.5237677984325224,0.02622356966168783,0.02622356966168783,0.06669833070234811,0.0,0.0,0.005305046589026836,0.03149182320271993
training,1234,6,market_and_assets,hybrid,423,0.5862884160756509,0.5011820330969273,0.37201440136094877,0.074018667975147,0.10025524813712271,0.06864892474968472,0.032044018067602625,11.858591476503843,25.289475327164837,1.000379413496724,1.1130761628260213,0.020792341139873632,0.020792341139873632,0.05722228319832657,0.0,0.004728132387706856,0.007789623749378216,0.045595879721508595
training,1234,7,off,naive,423,0.08510638297872347,0.04255319148936171,0.6485687403876523,0.1334753004187701,0.13627665883404305,0.09544158487489408,0.03126136683964942,13.938198791164412,24.640492884040782,1.2910279921967134,1.3521416108677944,0.02933243566625664,0.02933243566625664,0.11187749460534567,0.0,0.0,0.006199049929146383,0.03455502393980264
training,1234,7,off,hybrid,423,0.6784869976359347,0.6643026004728141,0.2911900174995103,0.05813405568698296,0.13624571192003226,0.09573001426216983,0.031111956847364657,13.290330970444288,25.08483875854183,1.0010219079937361,1.0521738920360253,0.02506404361212934,0.02506404361212934,0.042851405910634084,0.0,0.004728132387706856,0.00819645509727201,0.04567109223960664
training,1234,7,market_only,naive,423,0.07565011820330975,0.04018912529550828,0.69384203720621,0.1427704998946569,0.13641825671108349,0.09484029014225939,0.031492596267978526,13.292513671377268,25.102351907894437,1.317041467821614,1.3789941073366576,0.027224552107183584,0.027224552107183584,0.0973374413524963,0.0,0.0,0.005716151375448924,0.0337823862538867
training,1234,7,market_only,hybrid,423,0.7683215130023651,0.6997635933806156,0.28730354320695195,0.057105730826519124,0.13653357876568162,0.09473998576088775,0.031357748467937215,12.30475528079661,25.852818483172143,0.9989099104916543,1.0499037398190778,0.022513895010987356,0.022513895010987356,0.027917940015960083,0.0,0.004728132387706856,0.007546037753265329,0.04590784073407417
training,1234,7,market_and_assets,naive,423,0.06382978723404259,0.03309692671394799,0.7748088338068504,0.15949160557483105,0.11849168737817675,0.08304062235135946,0.031826559062960266,14.877040816977694,25.152385494817484,1.3025371312521326,1.4471150538270543,0.031548983006875655,0.031548983006875655,0.1056104558501391,0.0,0.0,0.005433249744875721,0.03211830929096816
training,1234,7,market_and_assets,hybrid,423,0.6501182033096935,0.5200945626477548,0.3654811201452386,0.07301606860452718,0.12071828223977864,0.08430889779580676,0.0316657704977589,13.939803647036843,25.651031037144296,0.9994042209225201,1.11589317714781,0.026467156768520742,0.026467156768520742,0.038257655611926025,0.0,0.004728132387706856,0.0071853595414771345,0.043372836999088935
training,1234,8,off,naive,423,0.0945626477541372,0.04491725768321514,0.6476744317381766,0.1329273703994614,0.1352318060401069,0.09443388866333265,0.03175496752546756,13.861854288826922,23.91874174254715,1.287774423330926,1.344496965941305,0.028591188290753116,0.028591188290753116,0.11363066650024738,0.0,0.0,0.0063981921645649914,0.03680969010733168
training,1234,8,off,hybrid,423,0.7446808510638308,0.6713947990543744,0.2806131635426549,0.055542823351121706,0.1347290008000699,0.09412703209476454,0.03178708190335932,12.92433414689924,24.50809866746786,0.9983013502002138,1.0459365668543386,0.024245816478760306,0.024245816478760306,0.04389256915189934,0.0,0.004728132387706856,0.008681917714086456,0.04885053050465887
training,1234,8,market_only,naive,423,0.04728132387706857,0.02127659574468085,0.8601130607613158,0.1771133934029994,0.12185852420558846,0.08531669061013214,0.03049321545081031,12.597896181301358,24.645736722955167,1.4524276303671997,1.514130016122247,0.022486877230695205,0.022486877230695205,0.04153009666984372,0.0,0.0,0.004864882420612331,0.03173711857424415
training,1234,8,market_only,hybrid,423,0.8179669030732871,0.7919621749408994,0.26994151981008224,0.052953889191913725,0.10820125166686435,0.07597122716253267,0.030446864406536402,12.127649868047811,25.084283183520515,1.0012963559634867,1.0489737312128706,0.016862526683037282,0.01669569513223275,0.12009347571183485,0.0070921985815602835,0.004728132387706856,0.007150317345545105,0.049840258867812265
training,1234,8,market_and_assets,naive,423,0.035460992907801414,0.02127659574468085,0.9207502231633178,0.1900486474873179,0.10930967486468036,0.07746772938515169,0.030740656626359476,11.626292877303047,25.76174111196186,1.4323782957500613,1.5653690590182137,0.02515616088587533,0.02515616088587533,0.04905739300675432,0.0,0.0,0.004624715175322087,0.030276457285272507
training,1234,8,market_and_assets,hybrid,423,0.6879432624113484,0.6241134751773058,0.33247587965896386,0.06639544936384797,0.09947408308704293,0.07064600557740532,0.030473201034991022,11.14936435820619,26.04974034712652,1.001688725377008,1.1011340469322417,0.01964888049675676,0.019366715503938363,0.10128496282609814,0.002364066193853428,0.004728132387706856,0.006869979778088881,0.047174487913861196
training,1234,9,off,naive,423,0.05910165484633573,0.018912529550827423,0.752987375717844,0.15512563534248716,0.1348777989450075,0.09501418528361734,0.031079156401667214,13.60259416765482,24.31531023968579,1.3674705102713967,1.434713003706852,0.023759518761119425,0.023759518761119425,0.07125845000459168,0.0,0.0,0.005957173308444824,0.03322085643126856
training,1234,9,off,hybrid,423,0.8463356973995283,0.8108747044917268,0.266348034659214,0.0526199468865441,0.13435008882153363,0.0949659106508743,0.03137644365913625,12.663218281162042,24.927826245215098,0.9995796174943987,1.052753568838187,0.01889804260846224,0.01889804260846224,0.04392971546193443,0.0,0.004728132387706856,0.008307564499007696,0.04750525205595131
training,1234,9,market_only,naive,423,0.056737588652482296,0.026004728132387706,0.7520664267730977,0.15467361437810898,0.1360978788636678,0.09595989183197422,0.031396453206301765,13.664672620867194,24.347266965914876,1.3585819507888306,1.425590302335259,0.025118810298540142,0.025118810298540142,0.07574654203581709,0.0,0.0,0.0056366654188226145,0.03236787810102065
training,1234,9,market_only,hybrid,423,0.8368794326241146,0.7612293144208048,0.27945155068008964,0.05510917818445942,0.13577467672912902,0.096291584133957,0.03131323705339284,12.626799622418567,24.979672383312366,1.0008310260960447,1.0541445788562038,0.02016327786675908,0.02016327786675908,0.03705981894569207,0.0,0.004728132387706856,0.00748877367698616,0.045954848557885467
training,1234,9,market_and_assets,naive,423,0.05200945626477543,0.028368794326241134,0.8237191135964219,0.16935941580258312,0.12093345011490704,0.08540676515377091,0.03170866398444777,13.243053460556435,24.44027484637644,1.3429406615139385,1.489536170304031,0.02796078106713621,0.02796078106713621,0.08421741751437094,0.0,0.0,0.005278551270151397,0.03091490900139999
training,1234,9,market_and_assets,hybrid,423,0.7328605200945636,0.6217494089834523,0.35166901107678633,0.06975247417555952,0.12243203166038759,0.08678745385954112,0.03154701627474571,12.319272729908832,25.010277694779585,1.0002255586770956,1.117471481759081,0.022711824783540484,0.022711824783540484,0.03845435074640291,0.0,0.004728132387706856,0.00709305326926594,0.043360016683504074
training,1234,10,off,naive,423,0.07328605200945632,0.035460992907801414,0.7289851615216014,0.1496963398779577,0.13395929159433223,0.09427047015783668,0.0313154677731973,13.849232739445695,23.965190511906997,1.36207816248258,1.4254959823827713,0.02558587257077475,0.02558587257077475,0.07477112817676453,0.0,0.0,0.005222141881577889,0.033883239403154485
training,1234,10,off,hybrid,423,0.8463356973995283,0.7966903073286062,0.2712769690142833,0.0531119273645067,0.13262939258184012,0.09350597354413889,0.031045410159308687,14.11268096111841,24.060909456464007,1.000116015954776,1.051842313865657,0.020355473737067475,0.020355473737067475,0.040206454982170195,0.0,0.004728132387706856,0.007635779962359546,0.048403528834599155
training,1234,10,market_only,naive,423,0.054373522458628865,0.037825059101654845,0.7226367912120085,0.14852424361852393,0.13431227346441185,0.09401603609115913,0.03133738770227668,14.582235600540663,23.603847332328062,1.362959074549423,1.4267571276492357,0.027693318747848864,0.027693318747848864,0.07385865163172974,0.0,0.0,0.005570854465486849,0.03416101290749374
training,1234,10,market_only,hybrid,423,0.8108747044917268,0.7777777777777788,0.26660318688753126,0.0521470292872213,0.13355155370231914,0.09342899460372345,0.031119205196689693,15.718056179114932,24.037449213052298,1.0003422184953037,1.0523829891106944,0.022177952164249372,0.022177952164249372,0.03981691629394363,0.0,0.004728132387706856,0.007758854991974474,0.049167619643458414
training,1234,10,market_and_assets,naive,423,0.04728132387706857,0.02364066193853428,0.7866668816587172,0.1622499713628911,0.11825332081125013,0.08345932244074498,0.031389869648956785,14.281462827948262,23.218470401936656,1.3441017762726373,1.485236229013158,0.026543650210850568,0.026543650210850568,0.08372529256304258,0.0,0.0,0.005210176253698659,0.0325806953397298
training,1234,10,market_and_assets,hybrid,423,0.6832151300236415,0.6193853427895989,0.3274286718967895,0.0655012864788135,0.11931693350572449,0.08399054880556348,0.031109980560980993,15.297261304066913,23.791637311244887,0.9992444649207817,1.1111766351544263,0.021357196789453133,0.021357196789453133,0.037150760317268106,0.0,0.004728132387706856,0.007247751743990258,0.04661124871583172
training,1234,11,off,naive,423,0.07328605200945632,0.02364066193853428,0.7368362883936467,0.1517504700167844,0.1356354124252993,0.09510780075529048,0.03158558946824952,12.819274969921503,24.580137376112766,1.3530964629663902,1.4216249213289465,0.0241051209105841,0.0241051209105841,0.07870585793752953,0.0,0.0,0.005587948219600039,0.034133662900912645
training,1234,11,off,hybrid,423,0.8274231678487008,0.7825059101654857,0.2680849044093481,0.052974836407566686,0.13526570277400435,0.09521928669182068,0.0315074655920477,11.892770345227715,25.24074967006961,1.0001664359758033,1.0550010751968286,0.019480008854353716,0.019480008854353716,0.031624256744842254,0.0,0.004728132387706856,0.00755800338114456,0.04866420858482513
training,1234,11,market_only,naive,423,0.11347517730496465,0.04255319148936171,0.6497889946732598,0.13360775479828202,0.13612197215613434,0.09526738475473906,0.031788410500624725,13.460767261939669,24.076891984488775,1.2753530790473273,1.3409106054558448,0.03172384578666641,0.03172384578666641,0.12078973574779574,0.0,0.0,0.006606735964745838,0.035725946096555806
training,1234,11,market_only,hybrid,423,0.7328605200945636,0.614657210401892,0.29835321407040466,0.059350182771539965,0.13630414276140584,0.09545075316304862,0.031763771535687435,12.494262670659932,24.813083932664117,0.998552597116337,1.0533899038023162,0.027215754071830398,0.027215754071830398,0.05506581614168854,0.0,0.004728132387706856,0.008648584893565738,0.046454840865696075
training,1234,11,market_and_assets,naive,423,0.08983451536643033,0.037825059101654845,0.7168519305295667,0.14708685266775592,0.12043456813785218,0.08495169656198208,0.03202243918653985,13.928737127476436,23.827612715872522,1.2655086981306916,1.3916860046148056,0.030692088480687364,0.030692088480687364,0.126584831641373,0.0,0.0,0.006317851520233023,0.03387640190150919
training,1234,11,market_and_assets,hybrid,423,0.6075650118203317,0.4893617021276602,0.3629913532492696,0.07241902259204425,0.12160106678193876,0.08571990633298426,0.03196281011891351,13.05345986274134,24.456670180024833,0.9988651770603684,1.1033418096119187,0.026290607205663886,0.026290607205663886,0.06411935225000745,0.0,0.004728132387706856,0.008281069180132277,0.044048040286559696
training,1234,12,off,naive,423,0.08274231678487004,0.037825059101654845,0.7385262060374327,0.15154510439360738,0.13617803766797643,0.09464733131378833,0.031743706399926866,13.410222292639906,24.260324100984676,1.3657258819256948,1.428996467839563,0.02566018342748239,0.02566018342748239,0.07237756470332346,0.0,0.0,0.005098212164257303,0.032691804741465526
training,1234,12,off,hybrid,423,0.8581560283687955,0.8037825059101665,0.2735929983885057,0.053616217452291746,0.13612193274172998,0.09454131173537242,0.03176314447208218,13.446679340023064,24.452757515693044,1.0019880837705124,1.0527571437257837,0.02042589170114594,0.02042589170114594,0.04023434694569271,0.0,0.004728132387706856,0.007041772006926382,0.046869364402940795
training,1234,12,market_only,naive,423,0.08037825059101661,0.037825059101654845,0.677011634456265,0.1387757144300474,0.13756371413396654,0.0952225141617958,0.030931807207455173,13.23946571966767,24.458187301314858,1.3100522358158586,1.3712232629160888,0.0278706727451488,0.0278706727451488,0.10116235231437523,0.0,0.0,0.0062622968193651665,0.03585756800322732
training,1234,12,market_only,hybrid,423,0.7754137115839254,0.7470449172576842,0.2747709814436907,0.05398628434459963,0.13785056624666278,0.09508387195601449,0.030664029075025887,12.385258465174351,25.01950085210858,0.9996205462658214,1.0501638627737568,0.02329596994654063,0.02329596994654063,0.030086179916062702,0.0,0.004728132387706856,0.008451152033558462,0.048912068019466355
training,1234,12,market_and_assets,naive,423,0.07801418439716318,0.028368794326241134,0.7399993868201855,0.15194731359920124,0.12269476482587778,0.08603381231934404,0.031496278354635816,13.429235602773952,24.36948002309629,1.2980841627353188,1.427471685163351,0.029391970823977327,0.029391970823977327,0.1081620827782012,0.0,0.0,0.005865721723939294,0.03438237702325947
training,1234,12,market_and_assets,hybrid,423,0.6595744680851072,0.5697399527186768,0.33942144341178737,0.06753296366449156,0.12405412483361736,0.08655826053180658,0.03125074882769999,12.580595099239126,24.909876580314613,0.9999002637669219,1.1054654843203082,0.02469174256850982,0.02469174256850982,0.03907904640012614,0.0,0.004728132387706856,0.007905006589642202,0.04646680649357533
training,1234,13,off,naive,423,0.04491725768321514,0.028368794326241134,0.7614238856688889,0.1562532427175323,0.1350815337127663,0.09522002550484239,0.030928292200716034,12.518499707850784,25.26719186160399,1.352785101257502,1.4139619872579696,0.026265169529501017,0.026265169529501017,0.07882122388546527,0.0,0.0,0.006155460856157767,0.033138806411525265
training,1234,13,off,hybrid,423,0.6122931442080386,0.5910165484633577,0.30129514634113763,0.059411458239978926,0.13442879347358958,0.09532934153697692,0.030920870196725223,11.463860022043885,25.9574763394208,1.0014448431209548,1.0514869253360735,0.021233720491293143,0.021233720491293143,0.032563841096838124,0.0,0.004728132387706856,0.00831953012688694,0.04614629860395313
training,1234,13,market_only,naive,423,0.07328605200945632,0.037825059101654845,0.7201056939629841,0.1478803003868026,0.13453830860895466,0.09447396849012236,0.03105076870080151,12.755288955296008,25.180220582280832,1.3243965972272285,1.3844351959731975,0.028393619706901317,0.028393619706901317,0.09364211238443984,0.0,0.0,0.006319560895644343,0.033454186174913546
training,1234,13,market_only,hybrid,423,0.7706855791962185,0.6784869976359347,0.2933278924625633,0.05796968282120728,0.13385528171469124,0.09427037262333775,0.030846697549911806,11.633799573812553,25.924522740694744,0.9995616825348406,1.0493031313427998,0.023335042727177947,0.023335042727177947,0.02589188550836263,0.0,0.004728132387706856,0.008381922329400063,0.045613828163327416
training,1234,13,market_and_assets,naive,423,0.04491725768321514,0.02127659574468085,0.7865314555157497,0.16119287359853565,0.12011356986179586,0.08508446830432402,0.031184915565488112,15.420827664604872,24.868232058740688,1.3091094717425324,1.4487636278252267,0.02621937785429634,0.02621937785429634,0.10219706467058254,0.0,0.0,0.0059588826838561405,0.03203711395893055
training,1234,13,market_and_assets,hybrid,423,0.6643026004728141,0.5130023640661945,0.36548195305477504,0.07243166693192167,0.12090104742054768,0.08572757609899491,0.030991633063784944,14.279677438408651,25.496929011083235,0.9995440885949376,1.1137912084052775,0.02184229024274637,0.02184229024274637,0.034428110187945594,0.0,0.004728132387706856,0.007811845629725349,0.04348907452705855
training,1234,14,off,naive,423,0.07565011820330975,0.04255319148936171,0.7005547483133293,0.1441268888633468,0.13669170433661407,0.09533748473236803,0.031314558488825445,13.555603899872835,24.858896470689796,1.3139667235370671,1.3818188345821132,0.027660226422290667,0.027660226422290667,0.09930975219863897,0.0,0.0,0.005788799830429967,0.03376956593830181
training,1234,14,off,hybrid,423,0.7683215130023651,0.6832151300236415,0.2909922004034589,0.05776288902570141,0.13737872625181893,0.09570820473118939,0.03135902576137276,12.458506484992556,25.494325493288848,0.9999087959101793,1.055460402622703,0.02281552510046913,0.02281552510046913,0.0288113854378951,0.0,0.004728132387706856,0.007514414308155935,0.04612920484983992
