window,seed,ticker,enabled,n_paths,jump_active_rate,forced_fraction,abs_acf_mae25
training,1234,BXP,true,250,0.244,0.00870715835140998,0.18292095859823096
training,1234,C,false,250,0.0,0.0,0.21169079534140764
training,1234,C,true,250,0.288,0.010649313087490961,0.18040532176411386
training,1234,CAG,false,250,0.0,0.0,0.05029030674234036
training,1234,CAG,true,250,0.248,0.008843094721619666,0.048675585219486166
training,1234,CAH,false,250,0.0,0.0,0.07471292083158126
training,1234,CAH,true,250,0.24,0.008643528561099062,0.06822944795556773
training,1234,CAT,false,250,0.0,0.0,0.10507985069670144
training,1234,CAT,true,250,0.216,0.008721619667389734,0.09125466885413726
training,1234,CB,false,250,0.0,0.0,0.1765574690836339
training,1234,CB,true,250,0.272,0.010083875632682572,0.15252717960677736
training,1234,CBOE,false,250,0.0,0.0,0.12019818719870352
training,1234,CBOE,true,250,0.24,0.008378886478669557,0.10199564761106063
training,1234,CCI,false,250,0.0,0.0,0.1714278470551693
training,1234,CCI,true,250,0.264,0.009467823571945047,0.14234885799477506
training,1234,CCL,false,250,0.0,0.0,0.28120243439299575
training,1234,CCL,true,250,0.224,0.008133044107013739,0.26271962507864144
training,1234,CDNS,false,250,0.0,0.0,0.13547122913661155
training,1234,CDNS,true,250,0.252,0.009013738250180769,0.11185405420095118
training,1234,CDW,false,250,0.0,0.0,0.13264539626925656
training,1234,CDW,true,250,0.28,0.01029934924078091,0.10737891417151398
training,1234,CE,false,250,0.0,0.0,0.13496583763560419
training,1234,CE,true,250,0.184,0.007020968908170644,0.1178495382434755
training,1234,CF,false,250,0.0,0.0,0.11465358764252816
training,1234,CF,true,250,0.224,0.008402024584237167,0.09882303477109694
training,1234,CHD,false,250,0.0,0.0,0.03832580504559995
training,1234,CHD,true,250,0.22,0.008041937816341287,0.042438805123798176
training,1234,CHRW,false,250,0.0,0.0,0.034933378208835054
training,1234,CHRW,true,250,0.24,0.009383947939262472,0.048197572308386914
training,1234,CHTR,false,250,0.0,0.0,0.05715799047862634
training,1234,CHTR,true,250,0.256,0.00892841648590022,0.058589733049515515
training,1234,CI,false,250,0.0,0.0,0.13205660945481917
training,1234,CI,true,250,0.252,0.008942877801879974,0.1089329807937869
training,1234,CINF,false,250,0.0,0.0,0.2175816947336484
training,1234,CINF,true,250,0.232,0.00890238611713666,0.19317801071127855
training,1234,CL,false,250,0.0,0.0,0.10849888487801193
training,1234,CL,true,250,0.224,0.007953723788864787,0.0941517096585999
training,1234,CLX,false,250,0.0,0.0,0.06437856083519686
training,1234,CLX,true,250,0.192,0.007197396963123643,0.06381919120871818
training,1234,CMA,false,250,0.0,0.0,0.18949507887410727
training,1234,CMA,true,250,0.228,0.008415039768618945,0.16741267325871004
training,1234,CMCSA,false,250,0.0,0.0,0.10697823492665591
training,1234,CMCSA,true,250,0.248,0.009185827910339842,0.09076674517376597
training,1234,CME,false,250,0.0,0.0,0.1628933432126248
training,1234,CME,true,250,0.244,0.008830079537237887,0.13904947671002715
training,1234,CMG,false,250,0.0,0.0,0.08759325727536625
training,1234,CMG,true,250,0.248,0.009185827910339839,0.07655652580642457
training,1234,CMI,false,250,0.0,0.0,0.08421051266231397
training,1234,CMI,true,250,0.28,0.010728850325379612,0.07713114498310955
training,1234,CMS,false,250,0.0,0.0,0.17617481882050282
training,1234,CMS,true,250,0.276,0.010164859002169195,0.14730702376524557
training,1234,CNC,false,250,0.0,0.0,0.09073050497336987
training,1234,CNC,true,250,0.232,0.008825741142443964,0.08051714292356815
training,1234,CNP,false,250,0.0,0.0,0.20876278582361266
training,1234,CNP,true,250,0.264,0.009579175704989151,0.18290579115069888
training,1234,COF,false,250,0.0,0.0,0.21746434247704172
training,1234,COF,true,250,0.268,0.009039768618944321,0.19115423472142265
training,1234,COO,false,250,0.0,0.0,0.08610707845958648
training,1234,COO,true,250,0.276,0.010438177874186555,0.07844062463084646
training,1234,COP,false,250,0.0,0.0,0.17780881491561457
training,1234,COP,true,250,0.232,0.008483007953723792,0.15161501339579792
training,1234,COST,false,250,0.0,0.0,0.09346337080094314
training,1234,COST,true,250,0.276,0.010394793926247288,0.08051428719807277
training,1234,CPB,false,250,0.0,0.0,0.0596966827426603
training,1234,CPB,true,250,0.184,0.006559652928416486,0.06135270991772431
training,1234,CPRT,false,250,0.0,0.0,0.1517092458435629
training,1234,CPRT,true,250,0.26,0.009297180043383948,0.12477955771761676
training,1234,CRL,false,250,0.0,0.0,0.12890495251155762
training,1234,CRL,true,250,0.232,0.00794938539407086,0.10698181491964363
training,1234,CRM,false,250,0.0,0.0,0.09995450631075634
training,1234,CRM,true,250,0.228,0.00780766449746927,0.08531555431747981
training,1234,CSCO,false,250,0.0,0.0,0.12980076480147013
training,1234,CSCO,true,250,0.28,0.010801156905278381,0.10654998769411014
training,1234,CSX,false,250,0.0,0.0,0.1086968721507551
training,1234,CSX,true,250,0.24,0.00895010845986985,0.09625386162508935
training,1234,CTAS,false,250,0.0,0.0,0.17766550943131978
training,1234,CTAS,true,250,0.256,0.009035430224150397,0.15432169148497996
training,1234,CTSH,false,250,0.0,0.0,0.06529750375589896
training,1234,CTSH,true,250,0.228,0.007586406362979032,0.05697539831574528
training,1234,CVS,false,250,0.0,0.0,0.08206368369119849
training,1234,CVS,true,250,0.236,0.009006507592190887,0.07353305707917988
training,1234,CVX,false,250,0.0,0.0,0.1965032943785195
training,1234,CVX,true,250,0.252,0.00920896601590745,0.17093152772005094
training,1234,CZR,false,250,0.0,0.0,0.06590329372522627
training,1234,CZR,true,250,0.2,0.006776572668112798,0.06055248621256166
training,1234,D,false,250,0.0,0.0,0.189420505544248
training,1234,D,true,250,0.26,0.009667389732465654,0.16063411547633327
training,1234,DAL,false,250,0.0,0.0,0.1541510764586527
training,1234,DAL,true,250,0.22,0.00835719450469993,0.1324622624289305
training,1234,DE,false,250,0.0,0.0,0.1362136641305886
training,1234,DE,true,250,0.26,0.008420824295010848,0.11252826170837665
training,1234,DFS,false,250,0.0,0.0,0.22040036593767912
training,1234,DFS,true,250,0.252,0.008869125090383227,0.1978361535510102
training,1234,DG,false,250,0.0,0.0,0.04077558521729036
training,1234,DG,true,250,0.3,0.010835864063629788,0.04704165291871186
training,1234,DGX,false,250,0.0,0.0,0.12747567878076582
training,1234,DGX,true,250,0.284,0.010465654374548085,0.10298275485075943
training,1234,DHI,false,250,0.0,0.0,0.12396995088714013
training,1234,DHI,true,250,0.232,0.007433116413593638,0.10493594609576758
training,1234,DHR,false,250,0.0,0.0,0.11312559646349117
training,1234,DHR,true,250,0.236,0.008550976138828633,0.09400524529788258
training,1234,DIS,false,250,0.0,0.0,0.14056945851748928
training,1234,DIS,true,250,0.232,0.007597975415762831,0.1197977187656122
training,1234,DLR,false,250,0.0,0.0,0.12071482764393636
training,1234,DLR,true,250,0.296,0.010611713665943608,0.09659871758422965
training,1234,DLTR,false,250,0.0,0.0,0.054689208888936705
training,1234,DLTR,true,250,0.244,0.00877946493130875,0.054407238482945666
training,1234,DOV,false,250,0.0,0.0,0.11793216540560066
training,1234,DOV,true,250,0.268,0.009919016630513379,0.09827286091923897
training,1234,DPZ,false,250,0.0,0.0,0.05783158450899849
training,1234,DPZ,true,250,0.232,0.008526391901663051,0.058429575326768804
training,1234,DRI,false,250,0.0,0.0,0.22952147189106523
training,1234,DRI,true,250,0.264,0.009651482284887922,0.2073581035266509
training,1234,DTE,false,250,0.0,0.0,0.21243164422434666
training,1234,DTE,true,250,0.224,0.008355748373101952,0.19061948441351773
training,1234,DUK,false,250,0.0,0.0,0.20919291297747653
training,1234,DUK,true,250,0.228,0.007991323210412148,0.1830643094681788
training,1234,DVA,false,250,0.0,0.0,0.08415699236464969
training,1234,DVA,true,250,0.252,0.009476500361532898,0.07110987967982016
training,1234,DVN,false,250,0.0,0.0,0.19110463084461682
training,1234,DVN,true,250,0.204,0.007408532176428053,0.16729974831266178
training,1234,EA,false,250,0.0,0.0,0.0684577482954131
training,1234,EA,true,250,0.244,0.008267534345625454,0.06489906448433698
training,1234,EBAY,false,250,0.0,0.0,0.06546884752921332
training,1234,EBAY,true,250,0.252,0.009331887201735358,0.06600711713855503
training,1234,ECL,false,250,0.0,0.0,0.19962722222409907
training,1234,ECL,true,250,0.26,0.01021402747650036,0.1724080226758034
training,1234,ED,false,250,0.0,0.0,0.1553361667865694
training,1234,ED,true,250,0.268,0.009447577729573392,0.12865099116035816
training,1234,EFX,false,250,0.0,0.0,0.12658263579491533
training,1234,EFX,true,250,0.3,0.010937093275488073,0.10098086839020513
training,1234,EIX,false,250,0.0,0.0,0.140221947410219
training,1234,EIX,true,250,0.28,0.009678958785249459,0.11607740524411313
training,1234,EL,false,250,0.0,0.0,0.11556752837261064
training,1234,EL,true,250,0.264,0.009321764280549528,0.09439258620207137
training,1234,EMN,false,250,0.0,0.0,0.13555296896773103
training,1234,EMN,true,250,0.244,0.008767895878524948,0.11173705211620936
training,1234,EMR,false,250,0.0,0.0,0.15738111079160239
training,1234,EMR,true,250,0.288,0.009745480838756327,0.12940291818305127
training,1234,ENPH,false,250,0.0,0.0,0.04585389338735156
training,1234,ENPH,true,250,0.248,0.008756326825741144,0.05430389094382458
training,1234,EOG,false,250,0.0,0.0,0.09400262627073261
training,1234,EOG,true,250,0.24,0.008692697035430226,0.07933144411687275
training,1234,EQIX,false,250,0.0,0.0,0.1210656281158667
training,1234,EQIX,true,250,0.292,0.010746203904555317,0.09936682015388379
training,1234,EQR,false,250,0.0,0.0,0.2054247420352058
training,1234,EQR,true,250,0.288,0.010698481561822126,0.1729714186139405
training,1234,ESS,false,250,0.0,0.0,0.18189537579594858
training,1234,ESS,true,250,0.252,0.009608098336948662,0.15459781782304116
training,1234,ETN,false,250,0.0,0.0,0.1427251018522742
training,1234,ETN,true,250,0.276,0.009988430947216199,0.1187560786257673
training,1234,ETR,false,250,0.0,0.0,0.18334891278996945
training,1234,ETR,true,250,0.216,0.008280549530007229,0.15949644267523827
training,1234,EW,false,250,0.0,0.0,0.05688800680513133
training,1234,EW,true,250,0.248,0.008679681851048443,0.053206053207296815
training,1234,EXC,false,250,0.0,0.0,0.15166579345437536
training,1234,EXC,true,250,0.28,0.00990889370932755,0.12698441578922226
training,1234,EXPD,false,250,0.0,0.0,0.06920812203436325
training,1234,EXPD,true,250,0.236,0.008572668112798266,0.06670304717014655
training,1234,EXPE,false,250,0.0,0.0,0.11700236783961403
training,1234,EXPE,true,250,0.224,0.007376717281272597,0.09984194071337621
training,1234,EXR,false,250,0.0,0.0,0.10239720137523087
training,1234,EXR,true,250,0.232,0.008309472161966739,0.08781725389197415
training,1234,F,false,250,0.0,0.0,0.13590016418276188
training,1234,F,true,250,0.232,0.00897758496023138,0.11476746603241253
training,1234,FANG,false,250,0.0,0.0,0.1623199404290229
training,1234,FANG,true,250,0.192,0.006931308749096168,0.14323821862697114
training,1234,FAST,false,250,0.0,0.0,0.07784264293067115
training,1234,FAST,true,250,0.252,0.009595083152566882,0.0738287598119172
training,1234,FCX,false,250,0.0,0.0,0.1583153246868909
training,1234,FCX,true,250,0.208,0.007472161966738976,0.13659577858799235
training,1234,FDX,false,250,0.0,0.0,0.11145895314569453
training,1234,FDX,true,250,0.212,0.007923355025307303,0.0962982366800187
training,1234,FE,false,250,0.0,0.0,0.136445699195817
training,1234,FE,true,250,0.216,0.007122198120028923,0.11740944951930908
training,1234,FFIV,false,250,0.0,0.0,0.07531090772769207
training,1234,FFIV,true,250,0.236,0.008475777295733913,0.07073449082368409
training,1234,FIS,false,250,0.0,0.0,0.1327832555861296
training,1234,FIS,true,250,0.244,0.009060014461315982,0.11229331035634377
training,1234,FITB,false,250,0.0,0.0,0.21297411488098422
training,1234,FITB,true,250,0.28,0.010498915401301517,0.18306218437754876
training,1234,FMC,false,250,0.0,0.0,0.11758718359532894
training,1234,FMC,true,250,0.276,0.00984671005061461,0.09760664820377524
training,1234,FOX,false,250,0.0,0.0,0.13168756835806927
training,1234,FOX,true,250,0.232,0.009159797541576283,0.111810010872098
training,1234,FOXA,false,250,0.0,0.0,0.1321053907035265
training,1234,FOXA,true,250,0.244,0.008584237165582067,0.10955290539493161
training,1234,FRT,false,250,0.0,0.0,0.20458669253318854
training,1234,FRT,true,250,0.256,0.010017353579175709,0.1795616806096932
training,1234,FTNT,false,250,0.0,0.0,0.06133514746867918
training,1234,FTNT,true,250,0.244,0.00865943600867679,0.05961678495920484
training,1234,GD,false,250,0.0,0.0,0.15478874072104692
training,1234,GD,true,250,0.232,0.007483731019522774,0.12985019591677907
training,1234,GE,false,250,0.0,0.0,0.19834610966381233
training,1234,GE,true,250,0.26,0.0087765726681128,0.17093671733216495
training,1234,GILD,false,250,0.0,0.0,0.09091429215732583
training,1234,GILD,true,250,0.276,0.010124367317425883,0.07797763410795663
training,1234,GIS,false,250,0.0,0.0,0.06057567950943357
training,1234,GIS,true,250,0.284,0.009676066522053507,0.06203883964218046
training,1234,GLD,false,250,0.0,0.0,0.07244412176932943
training,1234,GLD,true,250,0.256,0.00949819233550253,0.07398573690513548
training,1234,GLW,false,250,0.0,0.0,0.1338044596981094
training,1234,GLW,true,250,0.188,0.0065798987707881415,0.11649342525140902
training,1234,GM,false,250,0.0,0.0,0.15141038005135368
training,1234,GM,true,250,0.188,0.006620390455531455,0.13187719378927518
training,1234,GNRC,false,250,0.0,0.0,0.13794013354348644
training,1234,GNRC,true,250,0.208,0.0077917570498915395,0.11929656897762453
training,1234,GOOG,false,250,0.0,0.0,0.05082396953310165
training,1234,GOOG,true,250,0.232,0.00822704266088214,0.047443254941207415
training,1234,GPC,false,250,0.0,0.0,0.153664247654709
training,1234,GPC,true,250,0.284,0.009663051337671726,0.12764009822475064
training,1234,GPN,false,250,0.0,0.0,0.1380698257634761
training,1234,GPN,true,250,0.232,0.008049168474331169,0.11696675247453295
training,1234,GRMN,false,250,0.0,0.0,0.07356021209172668
training,1234,GRMN,true,250,0.272,0.009683297180043383,0.06516991036602696
training,1234,GS,false,250,0.0,0.0,0.14409363578620657
training,1234,GS,true,250,0.288,0.010767895878524945,0.11777933093133737
training,1234,GWW,false,250,0.0,0.0,0.08171154082797295
training,1234,GWW,true,250,0.204,0.007193058568329718,0.07480817193368469
training,1234,HAL,false,250,0.0,0.0,0.18005577146465684
training,1234,HAL,true,250,0.224,0.007913232104121476,0.1578351503562854
training,1234,HAS,false,250,0.0,0.0,0.09459432880249234
training,1234,HAS,true,250,0.24,0.008086767895878528,0.0788910791308953
training,1234,HBAN,false,250,0.0,0.0,0.17025617619133765
training,1234,HBAN,true,250,0.24,0.008950108459869845,0.14633079388247108
training,1234,HBI,false,250,0.0,0.0,0.03702173805973314
training,1234,HBI,true,250,0.212,0.0076847433116413585,0.041151950112664176
training,1234,HCA,false,250,0.0,0.0,0.14107852466231108
training,1234,HCA,true,250,0.212,0.007394070860448302,0.12163171316811085
training,1234,HD,false,250,0.0,0.0,0.16553094015067762
training,1234,HD,true,250,0.268,0.009486623282718728,0.14023148404151808
training,1234,HES,false,250,0.0,0.0,0.14315084688838448
training,1234,HES,true,250,0.284,0.01113376717281273,0.11544174689884412
training,1234,HIG,false,250,0.0,0.0,0.20621412993227328
training,1234,HIG,true,250,0.188,0.007376717281272597,0.18797705520120944
training,1234,HII,false,250,0.0,0.0,0.08091853202861568
training,1234,HII,true,250,0.212,0.007509761388286334,0.07136398686936217
training,1234,HLT,false,250,0.0,0.0,0.12572295961198723
training,1234,HLT,true,250,0.264,0.00945191612436732,0.10248184119877456
training,1234,HOLX,false,250,0.0,0.0,0.11605977984994717
training,1234,HOLX,true,250,0.26,0.009516992046276216,0.09653590431307921
training,1234,HON,false,250,0.0,0.0,0.18770877523624657
training,1234,HON,true,250,0.264,0.00995516992046276,0.15975249400862787
training,1234,HPQ,false,250,0.0,0.0,0.0766769329562781
training,1234,HPQ,true,250,0.296,0.010436731742588579,0.06397977229618772
training,1234,HRL,false,250,0.0,0.0,0.03967643395390789
training,1234,HRL,true,250,0.236,0.008339840925524224,0.050904617093429146
training,1234,HSIC,false,250,0.0,0.0,0.11418450617047093
training,1234,HSIC,true,250,0.248,0.008866232827187275,0.09422235325944282
training,1234,HST,false,250,0.0,0.0,0.18836858953823582
training,1234,HST,true,250,0.264,0.01029934924078091,0.15951794129775607
training,1234,HSY,false,250,0.0,0.0,0.09459718749540438
training,1234,HSY,true,250,0.228,0.008076644974692695,0.08443894288644604
training,1234,HUM,false,250,0.0,0.0,0.10387051861388813
training,1234,HUM,true,250,0.228,0.007754157628344182,0.08741163552971191
training,1234,IBM,false,250,0.0,0.0,0.12615578898472044
training,1234,IBM,true,250,0.236,0.0084179320318149,0.10646407782220019
training,1234,ICE,false,250,0.0,0.0,0.1338188936600506
training,1234,ICE,true,250,0.244,0.008415039768618947,0.1107545130259133
training,1234,IDXX,false,250,0.0,0.0,0.08640570777845374
training,1234,IDXX,true,250,0.204,0.007081706435285612,0.07745167712498403
training,1234,IEX,false,250,0.0,0.0,0.12579879549236697
training,1234,IEX,true,250,0.272,0.009900216919739696,0.10567640857899832
training,1234,IFF,false,250,0.0,0.0,0.09854294938161041
training,1234,IFF,true,250,0.268,0.010737527114967461,0.08295991946964697
training,1234,ILMN,false,250,0.0,0.0,0.0653651449309918
training,1234,ILMN,true,250,0.268,0.009694866232827186,0.06329476350286936
training,1234,INCY,false,250,0.0,0.0,0.09503236619760992
training,1234,INCY,true,250,0.212,0.008430947216196676,0.08644999756477992
training,1234,INTC,false,250,0.0,0.0,0.12221621468280017
training,1234,INTC,true,250,0.22,0.007528561099060016,0.1037718668222144
training,1234,INTU,false,250,0.0,0.0,0.18791184526853483
training,1234,INTU,true,250,0.24,0.009060014461315978,0.163317699609064
training,1234,IP,false,250,0.0,0.0,0.13299620258409392
training,1234,IP,true,250,0.208,0.007511207519884309,0.11232052732168239
training,1234,IPG,false,250,0.0,0.0,0.1618068859598871
training,1234,IPG,true,250,0.248,0.008824295010845988,0.1356155737072587
training,1234,IPGP,false,250,0.0,0.0,0.06159776683195116
training,1234,IPGP,true,250,0.228,0.008789587852494576,0.06200468361321243
training,1234,IR,false,250,0.0,0.0,0.05456601339802008
training,1234,IR,true,250,0.228,0.008201012292118583,0.04906723726093301
training,1234,IRM,false,250,0.0,0.0,0.09634876926740261
training,1234,IRM,true,250,0.248,0.008529284164859005,0.08150732459615799
training,1234,ISRG,false,250,0.0,0.0,0.10168918651299648
training,1234,ISRG,true,250,0.284,0.00999276934201012,0.08369256338943962
training,1234,IT,false,250,0.0,0.0,0.11715931943776074
training,1234,IT,true,250,0.236,0.008663774403470718,0.09990607125080402
training,1234,ITW,false,250,0.0,0.0,0.16737456620552735
training,1234,ITW,true,250,0.248,0.008711496746203909,0.14224026891509947
training,1234,IVZ,false,250,0.0,0.0,0.19403907230673723
training,1234,IVZ,true,250,0.236,0.008501807664497468,0.16683828614539248
training,1234,JBHT,false,250,0.0,0.0,0.08548161560202375
training,1234,JBHT,true,250,0.244,0.0101879971077368,0.08289514805052997
training,1234,JCI,false,250,0.0,0.0,0.11943352180138163
training,1234,JCI,true,250,0.24,0.008537960954446857,0.09886673907448076
training,1234,JKHY,false,250,0.0,0.0,0.1391077704308505
training,1234,JKHY,true,250,0.168,0.005995661605206073,0.12286562110458206
training,1234,JNJ,false,250,0.0,0.0,0.1334317773706356
training,1234,JNJ,true,250,0.22,0.009051337671728128,0.11656351483018543
training,1234,JNPR,false,250,0.0,0.0,0.06501014332389433
training,1234,JNPR,true,250,0.256,0.009566160520607374,0.06121300971792572
training,1234,JPM,false,250,0.0,0.0,0.19128651873991534
