beta_true,r2_true,rep,beta_hat,r2_hat,ks_p,kurt,flag,beta_eff,var_g
0.8,0.8,26,0.8008287845321741,0.7926576962399917,0.667584748786672,9.169251732957076,R2_PRESERVE,0.8,6.079174968816392
0.8,0.8,27,0.7876281652338851,0.8007133690527084,0.8389267727157638,10.021693295894273,R2_PRESERVE,0.8,5.821251603237497
0.8,0.8,28,0.8022500713146232,0.8047912017097588,0.37335039326490416,8.969836963123536,R2_PRESERVE,0.8,6.008793557425832
0.8,0.8,29,0.8048363912918823,0.8003628218710002,0.46984032119867625,8.65744040085425,R2_PRESERVE,0.8,6.081059851804319
0.8,0.8,30,0.8004473129443791,0.7974248262288472,0.7991659946854217,8.40802328666375,R2_PRESERVE,0.8,6.037077125434073
0.8,0.8,31,0.7907148696944186,0.797392102763721,0.8752347874245365,8.13544494599044,R2_PRESERVE,0.8,5.891404690333581
0.8,0.8,32,0.7901833219135128,0.7957928573089921,0.9073133476228828,10.162490098905472,R2_PRESERVE,0.8,5.895310115719531
0.8,0.8,33,0.8018186297168506,0.8062539743132655,0.49058550133922985,7.882916008137068,R2_PRESERVE,0.8,5.991442436595572
0.8,0.8,34,0.7929793725500476,0.7953826782459892,0.644910325449324,8.481449882657923,R2_PRESERVE,0.8,5.940166611677633
0.8,0.8,35,0.8034131143838583,0.8054471832268106,0.7782544694527632,8.393986353642,R2_PRESERVE,0.8,6.021320448942666
0.8,0.8,36,0.805081405169072,0.8061739666795886,0.9850359268412626,9.745289396140693,R2_PRESERVE,0.8,6.040902088278795
0.8,0.8,37,0.803391655638595,0.8019800254171275,0.9073133476228828,8.71495455902296,R2_PRESERVE,0.8,6.047029066113438
0.8,0.8,38,0.8070678156175545,0.8097364336938837,0.7126714552657518,8.34243052967967,R2_PRESERVE,0.8,6.044040300004823
0.8,0.8,39,0.7953037887004984,0.7956525868745442,0.8752347874245363,7.8708537369264135,R2_PRESERVE,0.8,5.973014899108149
0.8,0.8,40,0.7927887108780975,0.7978846545058449,0.9073133476228828,8.677789748713753,R2_PRESERVE,0.8,5.9186924903449585
0.8,0.8,41,0.8000476538516397,0.7924682744639284,0.4297261921140966,7.589729462050446,R2_PRESERVE,0.8,6.068771720585025
0.8,0.8,42,0.7864211357842595,0.7917854026195117,0.979728679113903,8.474029757780578,R2_PRESERVE,0.8,5.86886118965141
0.8,0.8,43,0.7958601990588856,0.800477573685375,0.2903827290319628,9.166313530043325,R2_PRESERVE,0.8,5.945321953292754
0.8,0.8,44,0.7870900944593505,0.7916550889496897,0.9073133476228828,8.987146883973768,R2_PRESERVE,0.8,5.879817686105263
0.8,0.8,45,0.799755213584432,0.8080216342138345,0.69020091534901,8.039128661007874,R2_PRESERVE,0.8,5.947605377113794
0.8,0.8,46,0.8036159544431652,0.8020249585408353,0.8575634644004929,8.809997309821291,R2_PRESERVE,0.8,6.050067104316803
0.8,0.8,47,0.7920633952707001,0.8022472249905281,0.4297261921140966,9.521640386120398,R2_PRESERVE,0.8,5.875740906292442
0.8,0.8,48,0.8033362797635629,0.8015759597616993,0.7991659946854217,9.825246962403797,R2_PRESERVE,0.8,6.049243301066177
0.8,0.8,49,0.7896372168266096,0.797103610332774,0.7782544694527636,8.672401549122196,R2_PRESERVE,0.8,5.877483471437977
0.8,0.8,50,0.8022923710219654,0.8026876864983096,0.35563640912672523,8.770879936487919,R2_PRESERVE,0.8,6.025175461501201
0.8,0.8,51,0.8064710075123807,0.8013434989331614,0.41040886465000037,6.83369090977423,R2_PRESERVE,0.8,6.098313895937908
0.8,0.8,52,0.8051604966811454,0.7988565691863979,0.9462030999890614,8.74123692379366,R2_PRESERVE,0.8,6.097433630342782
0.8,0.8,53,0.7970956124576154,0.8003905695532524,0.979728679113903,9.158707758895055,R2_PRESERVE,0.8,5.964442396994478
0.8,0.8,54,0.800257418347755,0.7982370472010771,0.7782544694527632,9.083231136602238,R2_PRESERVE,0.8,6.028073122528415
0.8,0.8,55,0.8080939034276905,0.7998417379426935,0.4905855013392302,8.053643628981261,R2_PRESERVE,0.8,6.134378540790458
0.8,0.8,56,0.8043087873734126,0.7987715237696653,0.9988964861459616,8.529569292417923,R2_PRESERVE,0.8,6.085188385691951
0.8,0.8,57,0.7891532270541531,0.7972429782179099,0.8575634644004928,8.688660859448703,R2_PRESERVE,0.8,5.869254548483187
0.8,0.8,58,0.79682777074671,0.7950448804418684,0.9998650377238683,9.04642002066936,R2_PRESERVE,0.8,6.000511220517698
0.8,0.8,59,0.8100795998224971,0.7992611328065093,0.10017541553538531,7.888606703766888,R2_PRESERVE,0.8,6.169041207578304
0.8,0.8,60,0.7976794733289129,0.7990170668293294,0.979728679113903,7.702204526937848,R2_PRESERVE,0.8,5.983451175893832
0.8,0.8,61,0.7944329044149177,0.7954799778602277,0.35563640912672523,8.650338491097179,R2_PRESERVE,0.8,5.961233989771925
0.8,0.8,62,0.8131481438838369,0.8031375117168269,0.9565364596313503,8.415805367029584,R2_PRESERVE,0.8,6.1858646575376754
0.8,0.8,63,0.7972935116852521,0.8006654064470173,0.9462030999890614,8.043316123444189,R2_PRESERVE,0.8,5.965356038361219
0.8,0.8,64,0.7914017978149916,0.7963483957916078,0.5773186341936011,7.89525752096713,R2_PRESERVE,0.8,5.909380162530426
0.8,0.8,65,0.7977594333280535,0.8002314564976056,0.5332866099999254,9.382886990270473,R2_PRESERVE,0.8,5.975568812413329
0.8,0.8,66,0.8025245893806248,0.8050007949449655,0.3058498487511271,7.88357651172589,R2_PRESERVE,0.8,6.011340956474474
0.8,0.8,67,0.801131050875681,0.7971268404700984,0.7991659946854217,7.9477147906390435,R2_PRESERVE,0.8,6.049655876269671
0.8,0.8,68,0.7912321492950526,0.7975371591740028,0.9345394905034377,9.241392503103848,R2_PRESERVE,0.8,5.898042501434496
0.8,0.8,69,0.8028774347456363,0.8040519002124453,0.8752347874245365,8.554964854449196,R2_PRESERVE,0.8,6.023728592189707
0.8,0.8,70,0.8002367126775406,0.7954633606180677,0.8389267727157638,9.24410996046982,R2_PRESERVE,0.8,6.048779278487498
0.8,0.8,71,0.7860278942610235,0.7947319006596295,0.9462030999890614,9.472581538700082,R2_PRESERVE,0.8,5.841256068332048
0.8,0.8,72,0.8016005096471682,0.802463031164253,0.7349033282832014,10.346346517269271,R2_PRESERVE,0.8,6.01647213723684
0.8,0.8,73,0.8083309767230838,0.7911412621327134,0.5997055233436897,8.6627618929613,R2_PRESERVE,0.8,6.205480036207314
0.8,0.8,74,0.8010972494443052,0.7997682921497336,0.9073133476228827,7.525270088109872,R2_PRESERVE,0.8,6.029166448050248
0.8,0.8,75,0.8170250172233015,0.8125749279012509,0.35563640912672545,8.517234834161787,R2_PRESERVE,0.8,6.172459741604119
0.8,0.8,76,0.8071234114557778,0.7913095135645808,0.8389267727157638,8.174169043005188,R2_PRESERVE,0.8,6.185637662739292
0.8,0.8,77,0.7937069090149995,0.8019461343867774,0.46984032119867625,8.638455793520187,R2_PRESERVE,0.8,5.902365476023216
0.8,0.8,78,0.7895158208175724,0.8014368317289089,0.46984032119867625,9.788189451051002,R2_PRESERVE,0.8,5.843907742907929
0.8,0.8,79,0.7943580975235988,0.7970667034177373,0.9980779124320002,7.997304261928351,R2_PRESERVE,0.8,5.948246546544582
0.8,0.8,80,0.7991790369360229,0.8076254815214234,0.9950466840358589,9.560118936751099,R2_PRESERVE,0.8,5.941951853192923
0.8,0.8,81,0.8076248356171138,0.8073932142364705,0.9988964861459616,9.25686774124056,R2_PRESERVE,0.8,6.069951356045912
0.8,0.8,82,0.7959954873819255,0.8014131238286466,0.2214004944504064,8.719354446548438,R2_PRESERVE,0.8,5.940400632649135
0.8,0.8,83,0.7949852246686493,0.7987754999243116,0.7782544694527636,8.587287261730934,R2_PRESERVE,0.8,5.944897251401357
0.8,0.8,84,0.8000570983449349,0.7994744311655153,0.7782544694527632,8.781478652365259,R2_PRESERVE,0.8,6.015730351926787
0.8,0.8,85,0.8021369410149064,0.7997696265614104,0.667584748786672,9.23415159513209,R2_PRESERVE,0.8,6.044816236936628
0.8,0.8,86,0.8086165787125033,0.8006272119721349,0.667584748786672,7.916806710703652,R2_PRESERVE,0.8,6.136290478307939
0.8,0.8,87,0.7850342292913485,0.7908152237431556,0.24734503920203346,8.261486567987344,R2_PRESERVE,0.8,5.855353777232038
0.8,0.8,88,0.8089391053576368,0.7972098944235835,0.992572154828441,8.409683522543965,R2_PRESERVE,0.8,6.167511315833736
0.8,0.8,89,0.7937645843195921,0.8043021456346638,0.5332866099999254,9.521768129645778,R2_PRESERVE,0.8,5.885931222464014
0.8,0.8,90,0.7972200238599251,0.8022448657774901,0.3916118088859156,9.916215165081052,R2_PRESERVE,0.8,5.952513990773028
0.8,0.8,91,0.8063358325318671,0.8047473239278053,0.7126714552657518,8.80889094080912,R2_PRESERVE,0.8,6.07048447420518
0.8,0.8,92,0.8024369556946824,0.7969954689930089,0.6222589308962223,9.290967643148157,R2_PRESERVE,0.8,6.07039519265089
0.8,0.8,93,0.8048981822038639,0.794261191566451,0.8389267727157638,8.332347063183365,R2_PRESERVE,0.8,6.128716390333306
0.8,0.8,94,0.8067156497873729,0.8034579665290377,0.18643316604659413,7.730104643974508,R2_PRESERVE,0.8,6.085955567291192
0.8,0.8,95,0.7910555817004664,0.7935100444283221,0.9968370576153448,7.483521571536528,R2_PRESERVE,0.8,5.925330025931939
0.8,0.8,96,0.7863384315984551,0.7948225839856657,0.8918463631300468,8.188703056357381,R2_PRESERVE,0.8,5.845205438973869
0.8,0.8,97,0.8025597579524106,0.7963159842924339,0.9462030999890614,9.567780357688513,R2_PRESERVE,0.8,6.077434684943052
0.8,0.8,98,0.8069197095192054,0.8017016199682436,0.5997055233436897,9.570983235570417,R2_PRESERVE,0.8,6.102374552252307
0.8,0.8,99,0.7848427131652992,0.7966647032112718,0.5117470272646123,8.685407483685792,R2_PRESERVE,0.8,5.809525461738562
0.8,0.8,100,0.7889920271796509,0.7998345109227375,0.8389267727157635,9.202804995716763,R2_PRESERVE,0.8,5.8478478529924836
0.8,0.85,1,0.8094511036829559,0.8496134811699662,0.8918463631300468,9.449999539777357,R2_PRESERVE,0.8,5.794431306587027
0.8,0.85,2,0.7978204873543838,0.849886434705247,0.3916118088859155,9.65270429860084,R2_PRESERVE,0.8,5.627304887994317
0.8,0.85,3,0.7979231825450447,0.8476199891755549,0.7567984371807893,11.713579430081483,R2_PRESERVE,0.8,5.643804358422299
0.8,0.85,4,0.795768449203966,0.8472771645409085,0.9732575129604246,10.275651799997714,R2_PRESERVE,0.8,5.615635426017597
0.8,0.85,5,0.7968672668097326,0.8493145609722184,0.6675847487866718,11.314480658061175,R2_PRESERVE,0.8,5.6176461460308635
0.8,0.85,6,0.8011959563222062,0.8518234835967766,0.69020091534901,9.160878131596434,R2_PRESERVE,0.8,5.662117310926693
0.8,0.85,7,0.8158661272273366,0.8582844807534091,0.8389267727157635,9.425834865055,R2_PRESERVE,0.8,5.827167741783108
0.8,0.85,8,0.8047816433063717,0.8466597638242568,0.7991659946854219,9.951681326251943,R2_PRESERVE,0.8,5.747754060007717
0.8,0.85,9,0.8046022929225501,0.8499952727018913,0.6675847487866718,10.243668922094153,R2_PRESERVE,0.8,5.722647506322083
0.8,0.85,10,0.8100158293370763,0.8505404810256169,0.9215633666950049,9.44591005420593,R2_PRESERVE,0.8,5.796195133065108
0.8,0.85,11,0.799680763040378,0.8536550435463627,0.7126714552657516,9.844750808418281,R2_PRESERVE,0.8,5.628619119344806
0.8,0.85,12,0.8015787771653206,0.8552147503909304,0.8575634644004929,9.6373852714159,R2_PRESERVE,0.8,5.645055446460934
0.8,0.85,13,0.8037166584146179,0.8480744514364654,0.7349033282832014,8.816858320152248,R2_PRESERVE,0.8,5.722989303134644
0.8,0.85,14,0.8015608841878042,0.8469331316678446,0.9850359268412626,9.975395517399122,R2_PRESERVE,0.8,5.700000360666977
0.8,0.85,15,0.7969127777017154,0.8536996894418835,0.9345394905034378,10.275995713257979,R2_PRESERVE,0.8,5.589428843625034
0.8,0.85,16,0.8034182460730428,0.8483428222875031,0.9345394905034378,8.911676478697615,R2_PRESERVE,0.8,5.7169312019158305
0.8,0.85,17,0.7919285181110545,0.8482536710376962,0.9073133476228828,10.053987820493967,R2_PRESERVE,0.8,5.5551679278918185
0.8,0.85,18,0.8023794030037693,0.8482210699123622,0.7349033282832014,9.580309211989688,R2_PRESERVE,0.8,5.702974923783094
0.8,0.85,19,0.8007140055018944,0.8511173517287743,0.9215633666950049,9.236291197265514,R2_PRESERVE,0.8,5.659999329516579
0.8,0.85,20,0.7977960480219399,0.850314318641084,0.1140930786942036,10.526063328974681,R2_PRESERVE,0.8,5.6241286105538
0.8,0.85,21,0.7944257349969148,0.8490982083595272,0.7567984371807895,10.14854136241203,R2_PRESERVE,0.8,5.5846975604088485
0.8,0.85,22,0.8046354798545506,0.8460936205288926,0.5997055233436901,10.082302415818083,R2_PRESERVE,0.8,5.749511024744511
0.8,0.85,23,0.806836354186889,0.8546103313692914,0.8752347874245363,9.444469409229743,R2_PRESERVE,0.8,5.72339542911432
0.8,0.85,24,0.7906398898502237,0.8463692721449133,0.992572154828441,9.583234763054769,R2_PRESERVE,0.8,5.549431952850061
0.8,0.85,25,0.796738561644691,0.8480477510668843,0.7349033282832014,10.078485208473628,R2_PRESERVE,0.8,5.624220540316402
0.8,0.85,26,0.805858695784441,0.8524645254719128,0.10694695769331257,9.421986815956037,R2_PRESERVE,0.8,5.723905464795283
0.8,0.85,27,0.8023296559409762,0.845979107951208,0.7567984371807893,10.344255434795565,R2_PRESERVE,0.8,5.717379583804173
0.8,0.85,28,0.8014262670418839,0.8490506526518038,0.6902009153490102,9.204986514217994,R2_PRESERVE,0.8,5.683875012230235
0.8,0.85,29,0.7978398080891121,0.850226831077474,0.8575634644004928,10.335329251246307,R2_PRESERVE,0.8,5.625324389013861
0.8,0.85,30,0.8027192927651852,0.8483518890874868,0.6675847487866718,9.656750511185573,R2_PRESERVE,0.8,5.706927367502123
0.8,0.85,31,0.804695969311082,0.8563816350034703,0.7349033282832016,11.59357845509376,R2_PRESERVE,0.8,5.6812942221489395
0.8,0.85,32,0.7999212456419973,0.8534544478314321,0.5997055233436897,9.994023506060177,R2_PRESERVE,0.8,5.633328686685472
0.8,0.85,33,0.8024271551075096,0.8432474629009667,0.8918463631300468,9.913639619263309,R2_PRESERVE,0.8,5.737294800291666
0.8,0.85,34,0.8120006889257413,0.8522494765111738,0.7126714552657518,10.108612816401179,R2_PRESERVE,0.8,5.812955880309199
0.8,0.85,35,0.7991294664869929,0.8559852880159595,0.8575634644004928,8.725119237008334,R2_PRESERVE,0.8,5.605559459689546
0.8,0.85,36,0.7990444648284201,0.8498548457108676,0.7782544694527632,10.535678664241491,R2_PRESERVE,0.8,5.64479421714618
0.8,0.85,37,0.8073346684974934,0.8496799307411815,0.5117470272646123,8.666269565084743,R2_PRESERVE,0.8,5.763719255587475
0.8,0.85,38,0.7972625819164882,0.8529877337789941,0.9462030999890614,10.444486562358094,R2_PRESERVE,0.8,5.599006246307114
0.8,0.85,39,0.8050839430847953,0.8530422271739933,0.9732575129604246,9.869368256451716,R2_PRESERVE,0.8,5.709035904617924
0.8,0.85,40,0.7885408862348005,0.8431809055805348,0.9073133476228827,10.071528772407037,R2_PRESERVE,0.8,5.540878723805425
0.8,0.85,41,0.804419462357067,0.8587774180870947,0.32188190048341714,10.290476099531029,R2_PRESERVE,0.8,5.661551959830674
0.8,0.85,42,0.8001137331530324,0.8491650642267969,0.8752347874245365,12.148411620112276,R2_PRESERVE,0.8,5.664509447110602
0.8,0.85,43,0.7979821606966256,0.854397878120658,0.9732575129604246,10.246771042984623,R2_PRESERVE,0.8,5.599860115677756
0.8,0.85,44,0.8014205585972569,0.8550508092590992,0.8575634644004928,9.096295735528805,R2_PRESERVE,0.8,5.643909096809021
0.8,0.85,45,0.7998531493065498,0.8456875824825756,0.9565364596313503,9.441613771287708,R2_PRESERVE,0.8,5.684097763140169
0.8,0.85,46,0.8062176349920637,0.8533862688374139,0.5117470272646123,8.819204153793542,R2_PRESERVE,0.8,5.722817689096056
0.8,0.85,47,0.8007690912502186,0.8497141079482617,0.8194258416202166,8.847305783074962,R2_PRESERVE,0.8,5.670126506052747
0.8,0.85,48,0.7944433427230767,0.8535540641169239,0.8194258416202167,9.47192073333857,R2_PRESERVE,0.8,5.555789722998244
0.8,0.85,49,0.8001774896398776,0.8438555929030301,0.8752347874245365,8.834347572264797,R2_PRESERVE,0.8,5.701058544548814
0.8,0.85,50,0.8164162040345108,0.8558944446523893,0.979728679113903,10.841756858962817,R2_PRESERVE,0.8,5.851322008209581
0.8,0.85,51,0.8040220375049062,0.8541248641614764,0.8752347874245363,10.528982978344212,R2_PRESERVE,0.8,5.686768050952583
0.8,0.85,52,0.801433052168315,0.8488122472256525,0.9345394905034377,9.662932937418498,R2_PRESERVE,0.8,5.685567709439995
0.8,0.85,53,0.7967737983621545,0.8472290522027072,0.9732575129604246,9.219708462451846,R2_PRESERVE,0.8,5.630153334410029
0.8,0.85,54,0.8066107040743487,0.8550092975094685,0.644910325449324,10.5296122301366,R2_PRESERVE,0.8,5.717525353166803
0.8,0.85,55,0.7943504925734364,0.8459347867843289,0.9925721548284411,9.256032846029216,R2_PRESERVE,0.8,5.604520064362582
0.8,0.85,56,0.8006430535438127,0.8488355524955624,0.9215633666950049,11.502222908392362,R2_PRESERVE,0.8,5.674208542975011
0.8,0.85,57,0.8022798163045605,0.8498466283615231,0.9892782354313081,9.256594950896842,R2_PRESERVE,0.8,5.690653617290629
0.8,0.85,58,0.7963775462035111,0.8497493911505275,0.9462030999890614,11.062966245499558,R2_PRESERVE,0.8,5.607872430623167
0.8,0.85,59,0.8003972767183798,0.8488942512397971,0.26113474774358547,9.98304809375217,R2_PRESERVE,0.8,5.67033329015956
0.8,0.85,60,0.8038083328219988,0.8583735975421223,0.7782544694527632,11.637874469762602,R2_PRESERVE,0.8,5.65561231858751
0.8,0.85,61,0.7892516982450853,0.8501230460260714,0.8575634644004928,9.300182254590268,R2_PRESERVE,0.8,5.505543962425944
0.8,0.85,62,0.8094412272795347,0.8523496649753484,0.9950466840358589,10.319855029744101,R2_PRESERVE,0.8,5.775689275864891
0.8,0.85,63,0.8035562231897752,0.8496564204514723,0.667584748786672,8.68802112781974,R2_PRESERVE,0.8,5.710053385421318
0.8,0.85,64,0.7962603715151794,0.8441386213948274,0.7991659946854217,10.759208061277503,R2_PRESERVE,0.8,5.643485428908951
0.8,0.85,65,0.8004919446608586,0.8501386832753766,0.8918463631300468,9.680178638599806,R2_PRESERVE,0.8,5.663372509386561
0.8,0.85,66,0.8055517206890526,0.8527149479290638,0.5332866099999254,10.413206997558119,R2_PRESERVE,0.8,5.717865793221038
0.8,0.85,67,0.8022751814946198,0.8475038027149512,0.9968370576153448,10.038253228510758,R2_PRESERVE,0.8,5.706318835107649
0.8,0.85,68,0.8005628055516856,0.8461059098032961,0.9073133476228828,9.146533086893648,R2_PRESERVE,0.8,5.691373186413391
0.8,0.85,69,0.8021608578932998,0.8522174744187562,0.6222589308962223,9.708854495441054,R2_PRESERVE,0.8,5.673139623153739
0.8,0.85,70,0.7979941820634004,0.8474738238093371,0.8752347874245365,10.130685495968846,R2_PRESERVE,0.8,5.645782349499744
0.8,0.85,71,0.8058859160715172,0.8539580638057789,0.7567984371807895,10.61511340894915,R2_PRESERVE,0.8,5.714280598444529
0.8,0.85,72,0.8004027400450797,0.8523065805901192,0.9732575129604246,9.877779144209743,R2_PRESERVE,0.8,5.647708411894549
0.8,0.85,73,0.7934194941611773,0.8451672688107436,0.9215633666950049,10.156188252601467,R2_PRESERVE,0.8,5.596468175318241
0.8,0.85,74,0.7933681943275621,0.8559893387814262,0.7126714552657518,10.546017609564776,R2_PRESERVE,0.8,5.524998832011172
0.8,0.85,75,0.7912354628855224,0.8477658162899422,0.9462030999890614,9.464833284327657,R2_PRESERVE,0.8,5.5486401667106575
0.8,0.85,76,0.7913468518628707,0.8462187377240759,0.8389267727157635,9.479736837140866,R2_PRESERVE,0.8,5.56034955674839
0.8,0.85,77,0.8021321670209045,0.8524737465714467,0.8918463631300468,11.753184158156705,R2_PRESERVE,0.8,5.671028461067948
0.8,0.85,78,0.795800873754318,0.8449611420895776,0.5117470272646123,10.266437104421849,R2_PRESERVE,0.8,5.631486671581697
0.8,0.85,79,0.8006135925676575,0.847608276781905,0.7567984371807893,9.917677512452789,R2_PRESERVE,0.8,5.682006207529448
0.8,0.85,80,0.7993666930314857,0.8483547275119443,0.7991659946854219,10.809354196386456,R2_PRESERVE,0.8,5.659337411630437
0.8,0.85,81,0.7925981619959652,0.8467873338014311,0.6449103254493236,10.12248092738098,R2_PRESERVE,0.8,5.574202515787481
0.8,0.85,82,0.8037991326856772,0.847901684628538,0.8575634644004928,9.108959168948584,R2_PRESERVE,0.8,5.7253302496830125
0.8,0.85,83,0.8103563515823723,0.8498329741423649,0.8194258416202166,10.493599884552976,R2_PRESERVE,0.8,5.805899011157526
0.8,0.85,84,0.7894922883667614,0.8384136728436189,0.8752347874245363,10.254602912350826,R2_PRESERVE,0.8,5.585838907914983
0.8,0.85,85,0.7950586908660033,0.8502090955966466,0.8752347874245365,8.577241482679492,R2_PRESERVE,0.8,5.58629165664175
0.8,0.85,86,0.806972557214305,0.8543269967005382,0.5997055233436897,10.528111359698734,R2_PRESERVE,0.8,5.727226724630919
0.8,0.85,87,0.7932607160894655,0.8463004335571411,0.8752347874245365,9.46360289043998,R2_PRESERVE,0.8,5.586738020163748
0.8,0.85,88,0.8035457468834792,0.8498166273925516,0.7782544694527632,9.6976066592654,R2_PRESERVE,0.8,5.7088280696668035
0.8,0.85,89,0.7914777934298415,0.8451575745931791,0.9462030999890614,9.2063470030675,R2_PRESERVE,0.8,5.569173590073333
0.8,0.85,90,0.7915040762666534,0.8446497053489875,0.9655447778043532,10.895498953637262,R2_PRESERVE,0.8,5.572892314284905
0.8,0.85,91,0.8044982669268604,0.8549660963439634,0.69020091534901,10.387804738766537,R2_PRESERVE,0.8,5.687904644944088
0.8,0.85,92,0.7968120347419495,0.8523001614724207,0.8752347874245363,10.905247801065094,R2_PRESERVE,0.8,5.597191597294044
0.8,0.85,93,0.8058629214031097,0.8461963963520951,0.5997055233436901,9.372950457053854,R2_PRESERVE,0.8,5.766365289193283
0.8,0.85,94,0.8032316136690699,0.8505551891288248,0.5997055233436897,11.244728072128217,R2_PRESERVE,0.8,5.699412128232373
0.8,0.85,95,0.7872133478622164,0.8470105279966587,0.9215633666950049,9.424797914350012,R2_PRESERVE,0.8,5.497269957086735
0.8,0.85,96,0.7970248442883213,0.8438519176089845,0.7782544694527636,9.66331288033567,R2_PRESERVE,0.8,5.656248105000292
0.8,0.85,97,0.8087331487027696,0.8604076621684067,0.9655447778043533,10.144449745717479,R2_PRESERVE,0.8,5.711592231719338
0.8,0.85,98,0.7971479535268292,0.8478126920914443,0.7782544694527636,10.682301153853773,R2_PRESERVE,0.8,5.631562801391701
0.8,0.85,99,0.7902232339828551,0.8419871271031437,0.9215633666950049,10.017090084451965,R2_PRESERVE,0.8,5.572436289606684
0.8,0.85,100,0.8130048431315697,0.8584998673781448,0.7349033282832014,9.941145326225376,R2_PRESERVE,0.8,5.784915338475221
0.8,0.9,1,0.7897617453959523,0.8925822587355082,0.7349033282832014,11.081546362830528,R2_PRESERVE,0.8,5.250430462649331
0.8,0.9,2,0.7962918614603431,0.8974760498459569,0.3733503932649037,11.69523054194789,R2_PRESERVE,0.8,5.308510255575264
0.8,0.9,3,0.7987403219782774,0.9002357116437297,0.6675847487866718,11.793762639420954,R2_PRESERVE,0.8,5.324832554343683
0.8,0.9,4,0.7995088131132564,0.9008675497850376,0.9732575129604246,11.280017451502506,R2_PRESERVE,0.8,5.331341985894255
0.8,0.9,5,0.8015763315977005,0.8967628611289921,0.9073133476228828,11.53322417849417,R2_PRESERVE,0.8,5.383480333151872
0.8,0.9,6,0.7979367190688258,0.8994457989139804,0.8752347874245365,10.804785495578207,R2_PRESERVE,0.8,5.318790423853478
0.8,0.9,7,0.8027598033379146,0.8982729373385092,0.8575634644004928,12.114912556247633,R2_PRESERVE,0.8,5.3903118876433
0.8,0.9,8,0.8054852306484811,0.8967335715556657,0.9073133476228828,10.175743314143896,R2_PRESERVE,0.8,5.436291157415191
