ticker,alpha,beta,r2_real,sigma_eps_real
BF.B,-0.14155744717049262,0.7507022119843694,0.16089935490454188,4.699190582321554
BIO,-0.000229571794359118,0.8537672866536911,0.24644759528191262,4.09222434767683
BK,-0.03786143203109632,1.0329436799105731,0.45420108257156755,3.1038046713777407
BLK,-0.023774857532730717,1.2395499444306646,0.6454916716459593,2.518009805724863
BMY,-0.05592817688242395,0.5853712503439432,0.16637291619224315,3.591711701846828
BR,0.06599947470034531,0.8762355800586917,0.44596195002342054,2.6771164601916317
BRK.B,0.031130357154294783,0.8653481704966324,0.626328023203556,1.8321486636115298
BRO,0.08143868354782209,0.8476925837914276,0.45136978692563445,2.5617543854643965
BSX,0.08256342222237167,0.9504881690838191,0.3863491159889967,3.2835446282150222
BWA,-0.17123662611812807,1.1448976798237935,0.34267511782835836,4.346512302555359
BXP,-0.13396093986351063,0.9946377162815101,0.33402956614577517,3.8496870877790634
C,-0.11586266469220179,1.3291883804599565,0.5145605551118075,3.5388431079183236
CAG,-0.06418127029978904,0.44346157609933895,0.08092418562787862,4.096547391820209
CAH,-0.03135629904669178,0.7861844960719964,0.23143261467549003,3.9271605532130374
CAT,0.013792255925078517,1.0686490545734137,0.4025847741962567,3.5683715129467717
CB,0.013839781336224016,0.7968306202434992,0.3289321681270916,3.1197625363347394
CBOE,0.06394827390821145,0.5396335107095946,0.1473229102739081,3.5586194711983867
CCI,-0.055243908733028375,0.7286044741309551,0.27240952115549,3.2639964914759134
CCL,-0.2223899204105741,1.6928941404200364,0.2938524221573833,7.193469200289484
CDNS,0.1494236261446975,1.2142254031834303,0.46840767042415055,3.5457013738035266
CDW,0.06468663368933956,1.1143917049595464,0.4628336850269673,3.2908286047918534
CE,-0.10729377643204213,1.203890497467838,0.4012158298776637,4.031425134354724
CF,-0.05146885652902893,1.0078120296648592,0.1950771847537801,5.611499185295954
CHD,0.059543768797196174,0.43669568612017884,0.044573093019585674,5.542002751375999
CHRW,-0.01604568244664039,0.6577371875882367,0.19154804595274755,3.7039586421339643
CHTR,-0.0034799381332665663,0.8433195586538473,0.22036779917801008,4.3479894034169835
CI,0.013671576635662805,0.8688472923172292,0.25831913218371816,4.035517090009077
CINF,-0.007348881624757622,0.9565690327763778,0.36671179177671165,3.4457206666634677
CL,-0.02515251192675439,0.5360276468414245,0.2484354378227962,2.555577474618331
CLX,0.01642772374187465,0.33795373519324434,0.06705271339852481,3.4554380599954464
CMA,-0.11868097185207442,1.3528511491055037,0.3404850014958106,5.161059280800009
CMCSA,-0.05693420561174236,0.8672611323214338,0.3670349887626959,3.121846096811325
CME,0.01996487497857223,0.7355440522563779,0.2824990187632881,3.2131940426660104
CMG,0.06375691724846483,0.8897496912129113,0.2040232274402135,4.817300341380736
CMI,-0.017230638277185753,0.9509090937773049,0.3850304871149617,3.294152659353875
CMS,0.03120495882385977,0.5046844086649072,0.17975957161624112,2.955084804936804
CNC,0.03298769355269204,0.9033148620220685,0.20675486690616407,4.849985947225573
CNP,-0.05800371022749998,0.8300913371148646,0.30016140855448814,3.4743445493936065
COF,-0.0701188938783692,1.378162844197558,0.46462568097865997,4.0551151065264595
COO,0.005258137586176839,0.8869677379096492,0.345068629126296,3.3494883222358873
COP,-0.08980469197405389,1.1459958148396854,0.2816742995643341,5.016439857276856
COST,0.11013559695477988,0.7271107611835433,0.3529238989911686,2.698753416593709
CPB,-0.03588993869103969,0.32725712367788373,0.05772100342190989,3.624410796799919
CPRT,0.12340181140309854,1.0155649024631515,0.45199204083157385,3.0652168905704755
CRL,-0.009658838846907367,1.155140219663632,0.36664294585918833,4.161623926369702
CRM,0.029375819605373,1.2709796396357558,0.39839606227467017,4.281164318951924
CSCO,-0.013320437719940598,0.9762987000831065,0.4729756067336264,2.8249071981767493
CSX,-0.0012009676783324014,1.0634425737270718,0.44117107945594924,3.2807674645507086
CTAS,0.11602612621790481,1.0623082261407961,0.5099611464281841,2.854452003660419
CTSH,-0.138000549411586,1.0896445815178692,0.28281548607330587,4.7563544271606295
CVS,-0.11938982497880937,0.7370253726698726,0.22042130840015906,3.799365879866658
CVX,-0.09182977535108783,0.9964553124362028,0.3530653011305952,3.69731129912442
CZR,-0.1316629085142274,1.572650078284536,0.15560610584602974,10.041921292090391
D,-0.07515325557419433,0.5667936330356581,0.18686100421470964,3.240958765435673
DAL,-0.07057904337380418,1.289832054148029,0.31825630358430923,5.174646789837384
DE,0.03662730640379101,0.9787758329366851,0.3514132607645555,3.644883774703382
DFS,-0.05040543817079815,1.4591074953894017,0.4468572036396953,4.449866934613167
DG,-0.04137484256699231,0.576983545842154,0.10933836488287751,4.513973456073654
DGX,0.025858268701808573,0.6590528073531959,0.23817818052408835,3.2308843934607268
DHI,0.04778340577831204,1.1474014975283624,0.3272866968155612,4.509119355743963
DHR,0.03350043797105341,0.8648578156680228,0.40964259501981337,2.845936167289866
DIS,-0.07118693227330941,0.9976483750025811,0.405535119844048,3.31094413186815
DLR,0.03371837631713395,0.772193739034214,0.24519843137718567,3.713721368066878
DLTR,-0.05381011406203023,0.7486175292085521,0.1457061689078779,4.968784309384155
DOV,-0.054315205980939134,1.0941932313860507,0.4750385704665091,3.152962259408534
DPZ,0.09799524859678137,0.627041710160357,0.13997694220142587,4.260383699092571
DRI,-0.00203380521184153,1.100200679175156,0.3001337564339711,4.6051894113841785
DTE,-0.012504201679774209,0.6479360496621408,0.24775847697163222,3.0947246976698137
DUK,-0.01439842452022054,0.5318829515658458,0.20576638165393923,2.8643658017715
DVA,-0.0001489956992323932,0.723911290815683,0.1606649083477656,4.535425240808465
DVN,-0.21245183020548677,1.4673193527508361,0.25311066546934347,6.909124822682417
EA,0.09114799444849034,0.7416443422110772,0.19497688435855132,4.130796377948886
EBAY,-0.0014866308244054771,0.8868969469619379,0.2746847088805744,3.9504341042050464
ECL,-0.03291581744278417,1.0083787252800513,0.5094723680920865,2.7121929497503356
ED,0.0022452477698801793,0.4188793758125306,0.12408709119617456,3.0505744343435817
EFX,0.014343785258452077,0.9879615882323902,0.36184748214700146,3.5963753549290023
EIX,-0.020170270800888665,0.6740730107889175,0.2042657605357795,3.6468563866648838
EL,-0.10837293426837863,1.0367684389455167,0.32320984087348914,4.112368133460711
EMN,-0.10951423025840325,1.1439729627493411,0.4517594804169648,3.4544043751447946
EMR,-0.06436027966661663,1.104838101045338,0.4943184949620041,3.0630863146559215
ENPH,0.03860010375461653,1.6068711740295383,0.1218846434902432,11.822459571365862
EOG,-0.144127417061708,1.105495438017718,0.182537485467407,6.412691294106842
EQIX,0.06410867694916692,0.8497039618567311,0.3092486724987442,3.4809683337041606
EQR,-0.054277389178788854,0.7810477439492672,0.30879169768630665,3.2031312529789573
ESS,-0.025635846143962707,0.8045007245827464,0.3132723054973332,3.2650001549537184
ETN,0.010569316270041873,1.1693488720620178,0.5362557564570153,2.980731592086844
ETR,0.01529143682874727,0.6373886414115995,0.22122684617033372,3.2780560796268237
EW,0.06635768420251435,0.9954583834311528,0.26700296836366766,4.521074450602999
EXC,-0.04589538637660685,0.7300033578172089,0.23753490818598366,3.5850614668278267
EXPD,-0.0007504229701442849,0.8146114910881248,0.36864522284203083,2.9221899953112964
EXPE,-0.04383547045112786,1.2636669020087368,0.27488206830585216,5.625863819738751
EXR,0.0446807250064461,0.6678100319493576,0.19918097207909546,3.670470129330468
F,-0.165188363277373,1.171380880464331,0.3348558319784186,4.525354214088127
FANG,-0.028784187977902997,1.3045548831458735,0.2017920242060227,7.112034833521628
FAST,0.0016719282209078784,0.953954201605435,0.4003349130615196,3.2003366233696013
FCX,-0.17191435374601577,1.637580764595418,0.28939198105131925,7.033962055448513
FDX,-0.05157895088894937,1.0850683426686176,0.3623386725860407,3.945665596693109
FE,-0.04903367194769474,0.6487374614080191,0.19683719905373864,3.592052444514894
FFIV,-0.007539123636455564,0.9723493872368998,0.34230598665326084,3.69447327312837
FIS,-0.07216383394006096,1.039475168681903,0.39072920458818283,3.5580074283445624
FITB,-0.0781188903785675,1.3404241849747915,0.43279613973438424,4.2062554283048454
FMC,-0.15069856199157144,1.056345183909771,0.3045538972871119,4.375533386455519
FOX,-0.06305615978358522,0.8324784113631902,0.24908617607834438,3.9620386155052594
FOXA,-0.056836657877437274,0.812310520281316,0.22707243868209415,4.108040815473123
FRT,-0.08589394268286502,0.8900527391683906,0.30097298100148184,3.71812901026763
FTNT,0.1613690688344827,1.2262240143544068,0.2898538199552485,5.261137688586614
GD,0.006440525994690305,0.8176092165973875,0.41573258461831963,2.6568685390452385
GE,-0.0997370529154941,1.1091805644118533,0.32303337889916217,4.401367842334886
GILD,-0.04867386465428887,0.6454375465639792,0.17612928729710808,3.8264272117545266
GIS,-0.015758822671348996,0.37020673739758586,0.09604177529100744,3.113249278490977
GLD,0.06162719773234549,0.02703541253367222,0.0010825213282056323,2.2511532616435197
GLW,-0.034844841255610784,1.1672452694400104,0.4939652721813482,3.2383930760306496
GM,-0.10187723009609999,1.2154623532638757,0.3669875705669493,4.375699005500789
GNRC,-0.052691343580802893,1.3596461446511454,0.297617402997974,5.725442964094717
GOOG,-0.010401218298715584,1.1606010968883893,0.3317017775322335,4.515644222200508
GPC,-0.06627337419247623,0.9247267565336736,0.36679803272717293,3.330401090008702
GPN,-0.022356793454085255,1.2524220913142565,0.46471457070648814,3.684476346737
GRMN,0.03737106367332621,0.9254469171489612,0.3442546660386636,3.501101383334157
GS,-0.020091474747635174,1.191933506213237,0.5409031155898,3.010023919646698
GWW,0.03281608352756568,0.9165755131960484,0.3352571651468512,3.537785813597843
HAL,-0.20492203950465712,1.4060576254709682,0.28941120513500784,6.039209755116343
HAS,-0.0967463506808865,0.9399208163761077,0.26119784419411907,4.333073323628286
HBAN,-0.07668790910124922,1.1757705472907223,0.37681413064653124,4.144701636411944
HBI,-0.19231613791630728,1.1616019978890026,0.07426896390137472,11.241430167939917
HCA,0.05998063470972034,0.995027772044908,0.28448553747808214,4.3255347111863465
HD,0.037040928447232876,0.9888456930669485,0.5062259174257627,2.676985204264224
HES,-0.08985874768405297,1.2804500334666828,0.26581303903865794,5.833152307280993
HIG,-0.001195043671228524,0.9769463500630536,0.3507979724490775,3.6429868063791986
HII,-0.017645621355433808,0.8184550924385219,0.24394471507569837,3.949584522414613
HLT,0.012630769056441726,1.014331313516684,0.33391433572041695,3.9269270277725394
HOLX,0.020424675590610453,0.8192422191601603,0.2855800268367331,3.551817897882086
HON,-0.01965652614301927,0.9704897078422059,0.565882694029201,2.330004525893039
HPQ,-0.11077908661470912,1.1651139255375897,0.2658095949249265,5.307779902516623
HRL,-0.012877438683192306,0.408453067469517,0.10253648275374982,3.3123547468861116
HSIC,-0.04391729774611202,0.7897397396739682,0.2828594250360199,3.4468810775458367
HST,-0.127426896702097,1.1254925199690182,0.35452269628960786,4.162809783008805
HSY,-0.004544423457608311,0.5319265268620553,0.1744089738898983,3.172306962812791
HUM,0.00044413145780898555,0.780268658497962,0.18585391852780142,4.476462568284343
IBM,-0.07072364214336316,0.8457183586873076,0.385100840474762,2.9293142344636887
ICE,0.021520503332429178,0.8219434326872835,0.39991201566488355,2.759895611832677
IDXX,0.07636776220718697,1.0417847868544565,0.3445776950143161,3.938406378138372
IEX,-0.001665739382118489,0.918687562824876,0.4967466723749212,2.5346568327844423
IFF,-0.09733132890140771,0.9035332055370922,0.29645945223665804,3.8153248431888875
ILMN,-0.10886089833589305,1.2040106063813507,0.25032521656462836,5.711365464325416
INCY,-0.06626631565378291,0.8684714676521327,0.15336010291234858,5.593378537614983
INTC,-0.15595825398245386,1.2540436325978825,0.379964778657208,4.39111331410628
INTU,0.05389920110052612,1.3082873614456827,0.5520367402657205,3.230470949561932
IP,-0.09615775279738625,0.9935232868063013,0.3518810440793635,3.6960085222364065
IPG,-0.07430027328376981,1.0985911349135506,0.39658870654830347,3.7144808444145485
IPGP,-0.129339888785361,1.1912446144196926,0.26384197683926414,5.454312491387354
IR,-0.06372152974294143,0.9344174115809996,0.10466343515882981,7.491384322421688
IRM,0.02591711138121952,0.8488088277754311,0.2619624867535689,3.905305752114862
ISRG,0.10521092610883465,1.182543243546297,0.42267936339780443,3.788310231201847
IT,0.06703001657545274,1.032585025346996,0.3946796213037792,3.505271049216368
ITW,-0.0024592408311801955,0.9744788132563952,0.5532732319617222,2.40020892979503
IVZ,-0.22695444538993217,1.515806066266263,0.4986761007832562,4.165997979110915
JBHT,-0.02345026327131114,0.9011715324604775,0.3461135861749747,3.395273663104101
JCI,-0.0680555796987428,1.0245443615083611,0.43762843005730745,3.1835756154816326
JKHY,0.020355069521411667,0.7435000781227386,0.336036001124178,2.8647443246308373
JNJ,-0.017103094671308737,0.55098772942823,0.2845497959720168,2.39484814836485
JNPR,-0.044182045286768216,0.8436496836087555,0.28038221853586576,3.7047878553106504
JPM,0.010212822104611288,1.1124637606523704,0.5198928662234223,2.930377088233624
K,-0.012070330738458264,0.36287189568067857,0.08470947218670777,3.269582625365773
KEY,-0.12597499611148016,1.4038086404820438,0.3898305554525082,4.814161860135083
KIM,-0.09303871958526326,1.0153713342477182,0.2904512519976693,4.35015646865026
KLAC,0.050150563414867705,1.4982677716829358,0.45959702193984164,4.453333184183165
KMB,-0.029247269701388672,0.4712143006161275,0.17115733193601312,2.842380698890655
KMI,-0.12625780636272887,0.9562842814308781,0.2885870645186679,4.115617005250553
KMX,-0.07714244583108519,1.2127414166652395,0.3141052439677683,4.912299577990899
KO,-0.02293918352622335,0.586287917391781,0.32759284019140344,2.3024244854922156
KR,0.06307668122383404,0.38469292922656184,0.056770359491146616,4.298209590416455
L,-0.054458221792951456,1.014149350079437,0.49619072220676763,2.801148702872246
LDOS,0.012394733148419629,0.8460533977594095,0.24971292511848386,4.019911413320359
LEG,-0.2251549236282629,1.123578470504454,0.3240253355638085,4.448408080665002
LEN,-0.009134126092960285,1.181286820170508,0.3318914296211565,4.59416245411722
LH,-0.007785533035991429,0.8691792423946613,0.32619368800347726,3.4242431388598105
LKQ,-0.10770271830273109,1.1269767322734676,0.3561570477827992,4.1534562335576375
LLY,0.17371330706457383,0.694221679320733,0.19854555700890664,3.8232526034331915
LMT,0.040909073784689054,0.640751761817214,0.2544270330694418,3.006621411259691
LNC,-0.23310043481543102,1.792282956174365,0.4705008875660893,5.211760581162574
LNT,0.018937570848873625,0.5490849554413342,0.2059316861924696,2.9555096191161287
LOW,0.034422143201686475,1.0647056877443994,0.42448538926553414,3.3982229213254107
LRCX,0.06471452089345578,1.6179386461138463,0.4789478159227696,4.625770132629843
LUV,-0.0620242578238234,1.055820919957921,0.2723404117365471,4.730682849003279
LVS,-0.16296101704743926,1.1732494503340305,0.2845853591405688,5.099040738295424
LYB,-0.134869158227631,1.221267366614057,0.37931493546869766,4.2822489902831995
LYV,0.03952734900811286,1.2169270899562232,0.3272934940804403,4.782270900924656
MA,0.03865053379142411,1.2213070027357684,0.043003196023815304,15.792657299096337
MAA,0.0017394919360130129,0.7720324910549318,0.31788669040644557,3.0999390481144946
MAR,0.04146725419787084,1.1087015211820714,0.3710319350322592,3.9568426716915455
MAS,-0.006643338511076027,1.0433151332717954,0.4060669233734776,3.458684460508909
MCD,0.027590557504714522,0.6841024771465025,0.3536284381420768,2.5352114004493314
MCHP,-0.07370536317399691,1.5069022305068354,0.5074442369587202,4.069528581870621
MCK,0.03662828016226424,0.7417472914970251,0.20692155020554137,3.980491209832635
MCO,0.038607228624570306,1.1863228059418518,0.5928147870995502,2.695037742232556
MDLZ,-0.026047064855466734,0.710590126873678,0.34606927433521006,2.6774970862869334
MDT,-0.05821289772910796,0.8184736505743008,0.3912593487904341,2.798426973210841
MET,-0.09046493269241593,1.2130836985623137,0.4877196172193218,3.4078855768705236
MGM,-0.13499743553148935,1.6075792477242852,0.3895907331753806,5.51574434564692
MHK,-0.15114605672993323,1.229832457208623,0.29848248877531935,5.168104270912173
MKC,0.012199232917650363,0.5715006345078598,0.19622867392768206,3.1704961060929238
MKTX,0.02626388840300216,0.7945712578038597,0.17926006902263603,4.660358652279394
MLM,0.035658130305587704,1.0791132674556458,0.3513459198578506,4.0191261631418245
MMC,0.04868730019175281,0.820923226351231,0.52290339347033,2.1494159345968806
MMM,-0.08023727240630645,0.8498056142265248,0.3644099667354782,3.076369514641926
MNST,0.052256852569684625,0.8309409401442828,0.25379941588897437,3.905513357012135
MO,-0.029505111070216486,0.5585343488662545,0.18684645893800544,3.1938845738586092
MOS,-0.18415012047088108,1.1821031653824585,0.22539036787369948,6.0069585864404385
MPC,-0.030723487725347415,1.2778234733753198,0.30277664150239003,5.315218588219895
MPWR,0.08410704313509576,1.6534059246016568,0.4567289402495527,4.942924721773659
MRK,0.0015315647285587958,0.5809189600953327,0.21865910902786356,3.010076464970788
MS,-0.013994995403901034,1.3200803963706076,0.5581301238091877,3.2196253256606986
MSCI,0.11567710251594027,1.1695930385223698,0.4658282307209406,3.43311084378523
MSFT,0.09388865524826162,1.2062502093145309,0.6173426689622875,2.603183365079849
MSI,0.08305720190333758,0.8859106737419934,0.3999934777234774,2.9741779685356655
MTB,-0.07001151380579093,1.0803706462529588,0.35189517293839023,4.018965113822342
MTD,0.03652910286107447,1.0448236146659267,0.43659182034732713,3.2534358171150206
MU,-0.041076516025756515,1.580364527962381,0.35171259592274506,5.88128995436938
NCLH,-0.21178462832252426,1.7407170901447369,0.2679641856629633,7.886448442970842
NDAQ,0.06425635750588987,0.9082796122581664,0.44942673556425305,2.755644314720983
NEE,0.040896901882659736,0.6651733761697433,0.23332006409702521,3.305151343540186
NEM,-0.001271745399812646,0.391628651793312,0.03471198045312218,5.660942016184562
NFLX,0.13364886848067045,1.182364727271115,0.21503850437137206,6.19217203994224
NI,-0.05832751736881905,0.6565485924821491,0.09072005484741608,5.697567985396817
NKE,-0.0485487364655678,1.0263756188119078,0.37032711894130466,3.6685678070307954
NOC,0.061728475446471476,0.6364165939069887,0.21452874669949917,3.338023439911256
NOW,0.12290454642464677,1.3794563106477136,0.36078500414204606,5.033066585379188
NRG,0.00022313345567573362,0.9825697867193656,0.20125955838790333,5.365540438020929
NSC,-0.026044988855440557,1.0555271976271605,0.4339296215348861,3.3046120443496436
NTAP,-0.0227800416813283,1.1224656269894657,0.3404121189112229,4.282845078515444
NTRS,-0.07753216854532916,1.1721554698928722,0.48150490766983345,3.3341310943252593
NUE,-0.05253766676502751,1.1765625897484768,0.3558674968529564,4.338943230421999
NVDA,0.34934533736188683,1.7194973235998283,0.4059413939749005,5.701773588627284
NVR,0.0882484393252217,0.9563472484338897,0.29975965628560175,4.006619248788274
NWL,-0.22519768931487938,1.1095936445938352,0.20726577241378075,5.9482533541620555
NWS,-0.06149060911543694,1.0433666295400874,0.3795733902783105,3.656451003279301
NWSA,-0.07179299424758151,1.0504318689118488,0.3831885312315272,3.653115012528934
NXPI,-0.010481516935425816,1.4406030239983398,0.4015651787867598,4.820590205569843
O,-0.047639247636655925,0.7474161464042104,0.24988464092076668,3.5496228409635173
ODFL,0.09786281279327208,1.0609943278459386,0.37126605661064493,3.7846818750751168
OKE,-0.09573027088022387,1.3256152205286316,0.29054078058801924,5.678101322952387
OMC,-0.08078718413429177,0.89340652757941,0.3501129461566912,3.3364872248368416
ORCL,0.0323985812272167,0.9725984727302764,0.3927323285668838,3.3151319955311074
ORLY,0.1198200361983208,0.775273844560136,0.26133607165483863,3.5727644632499835
OXY,-0.19697079912870596,1.308576463239131,0.21596657569354538,6.8343719271079975
PAYX,-0.004417617569185905,1.0133634040680997,0.5500025616851225,2.5125422200335383
PCAR,-0.010969824488981539,0.9438510965553709,0.41210077780686694,3.090143855628277
PEG,0.02368271791429484,0.6259016720438273,0.24511179828430985,3.0108617173775203
PENN,-0.14466497847007148,1.6582775711157196,0.2404303785093349,8.079264706521233
PEP,-0.010463217890899226,0.6263785230789418,0.3502124501527776,2.3387416392091103
PFE,-0.07877822823393688,0.6221703351395775,0.22187851521100033,3.193749617121561
PFG,-0.09658774268388674,1.3036917501499816,0.514885759590469,3.4687018820097935
PG,0.008805729174424771,0.54747545781969,0.2739764301870231,2.4429180663540975
PGR,0.1295120873433043,0.6752321857970184,0.2542189384187664,3.170153908868177
PH,0.00871125460445829,1.2995683492312287,0.5545049225760839,3.1929591674780156
PHM,0.02729314929148466,1.1962274024487127,0.34564712283452836,4.5115811042685685
PKG,0.019280043578971715,0.9122439395430584,0.3312032318385493,3.553335984330085
PLD,-0.00791707768629904,0.970394983172401,0.42514379573767025,3.0930412963888045
PM,-0.03907647909913682,0.6615564754784986,0.24934266385000525,3.146407590971755
PNC,-0.03794835537777608,1.1464508654456163,0.4802315071353075,3.269343731731953
PNR,-0.09621760429393184,1.1408769669089924,0.396936827537435,3.8546504957225043
PNW,-0.019909937805223384,0.6061212101544221,0.21713906678833916,3.154701672016337
POOL,0.06024584032408391,0.9629395710595134,0.32088664325772553,3.839899316950687
PPG,-0.0866117176717341,1.0156268655893583,0.19695492247578616,5.621422272030929
PPL,-0.06389750616973003,0.6808438921770288,0.26595170408892255,3.1005158918497706
PRU,-0.11676480537738113,1.334930627490533,0.5312668659095618,3.4370879583343408
PSA,-2.502562448256085e-5,0.5931831762583838,0.20865780920645105,3.1664975129332102
PSX,-0.07615801496606053,1.0621402655445222,0.29481975859467957,4.502763478178763
PTC,0.032307168016136145,1.125840162301506,0.38761172153189716,3.8789770337883507
PVH,-0.1800792277995138,1.4710349345715157,0.3204473641261375,5.871940857712373
PWR,0.09093147724861503,1.1270877090542157,0.344933507426028,4.257534750669469
QCOM,-0.06909718902709451,1.2913928180430887,0.3922267515953992,4.406421510270412
QQQ,0.04033824976413941,1.1439971585770907,0.8613897312293297,1.2579062957009262
RCL,-0.02878418725046139,1.634260235828484,0.31161567234593635,6.65813416469527
REG,-0.05445012611857438,0.905980830087807,0.2988555090056463,3.803799576281874
RF,-0.061155357933336624,1.3220039219254565,0.4190871816867243,4.266399519857572
RHI,-0.06534912688959324,1.069408760873941,0.3751828491977416,3.782894306353807
RJF,0.005811230541424517,1.230558309854805,0.4973418216774568,3.3910685638440983
RL,-0.09577709577497787,1.1303259253867097,0.2765651337100631,5.011066658827028
RMD,0.04787401078291888,0.9119697659732925,0.2570317135923018,4.250085923375451
ROK,-0.04242641220659224,1.1606527473783874,0.45725233032069035,3.4661616348453426
ROL,0.07553455680759444,0.710411036972165,0.2574099059647973,3.307479301854128
ROP,0.02156094041461777,0.9341967322905664,0.5199520322413971,2.46050645551552
ROST,0.017242886303121457,1.042794909030233,0.338172900627535,3.9987776965966466
RSG,0.09446848914238687,0.6623694004238693,0.39197445786912044,2.261297882467809
SBAC,-0.00630087525992562,0.7823495700776336,0.2576457822352791,3.6401594460360736
SBUX,-0.027108631807215455,0.9970333644991939,0.3997335228809772,3.3490523675187864
SCHW,-0.031247607143979575,1.196065964905543,0.377668242626648,4.208587564238276
SEE,-0.09761955464587668,0.9241222071320265,0.27190555701375885,4.145144840654544
SHW,0.05839624246861662,0.9256334870454707,0.3873734922090637,3.1907846043444565
SJM,-0.03183382245050856,0.3699363922048694,0.08079946649437297,3.4202151886232413
SLB,-0.19757138351462877,1.1452602594812624,0.2650320092556865,5.227748983337133
SLV,-0.006071507558672921,0.31860546923234967,0.04358629358749555,4.090973249454331
SNA,0.0007932571469610461,0.9699172912917744,0.40756840315654763,3.2053764492047776
SNPS,0.10031942236666522,1.1845326370418374,0.4987727437053292,3.2549063818313195
SO,0.005674341246176003,0.5562177335954269,0.20501060630312873,3.0023603817714752
SPG,-0.10799379020690433,1.1140722840791535,0.2919271233744781,4.755986493821259
SPYG,0.014754604815654493,1.081929238840682,0.9328705918865048,0.7955547124716699
