ticker,composer,cov_norm_mean,cov_norm_sd
AJG,gaussian,0.001193224223549603,0.015895413129342797
AKAM,jumphmm_full,0.00015986489492635856,0.019898609987173254
AKAM,jumphmm_residual,0.0009919005740780568,0.02021087416323244
AKAM,gaussian,-0.0015077395893910918,0.020347162556094218
ALB,jumphmm_full,-0.004627527780924604,0.019559171720903015
ALB,jumphmm_residual,0.003273854782148807,0.020437629410253986
ALB,gaussian,-0.00014252752948667685,0.01784179722614418
ALGN,jumphmm_full,-0.00024712528138252725,0.019536297370071346
ALGN,jumphmm_residual,0.001894879515708868,0.02012527429842763
ALGN,gaussian,0.0007950624345509099,0.017888562488641447
ALK,jumphmm_full,-0.002582039875103688,0.01961113769739792
ALK,jumphmm_residual,0.0018629368436685026,0.019143270696424738
ALK,gaussian,0.001031498972390667,0.019026303120620463
ALL,jumphmm_full,0.0010523987720909714,0.019876695450342617
ALL,jumphmm_residual,-0.001051489456445277,0.018166845494844857
ALL,gaussian,4.722604749995661e-5,0.01870724170747595
ALLE,jumphmm_full,0.00012343666362564927,0.01735985673372282
ALLE,jumphmm_residual,0.0020242813402556997,0.019957251658387604
ALLE,gaussian,-0.00032636541514468264,0.020049344587672397
AMAT,jumphmm_full,0.0015773430604414426,0.01876232879296253
AMAT,jumphmm_residual,0.0004615096374808905,0.020362088196224055
AMAT,gaussian,0.00030958966904489114,0.015004471581410697
AMD,jumphmm_full,0.00013313741679933953,0.019053090845535817
AMD,jumphmm_residual,0.0008363208148595083,0.01855717603862002
AMD,gaussian,0.0017380906007256952,0.020636359422331815
AME,jumphmm_full,0.0019390742229707428,0.020221089846072536
AME,jumphmm_residual,0.0018955353652894277,0.017060366954719085
AME,gaussian,0.0009125049664531517,0.019041196172031198
AMGN,jumphmm_full,0.0010599271361193974,0.019027554257684813
AMGN,jumphmm_residual,-0.0024853752036186243,0.017249911897438425
AMGN,gaussian,-0.000589770353635357,0.016753782838440617
AMP,jumphmm_full,0.0003848908048051611,0.018404744178703077
AMP,jumphmm_residual,-0.0006022851436222707,0.017943102372916273
AMP,gaussian,0.0011673889449671372,0.018553578183964095
AMT,jumphmm_full,2.0301792128798093e-5,0.020507951299917532
AMT,jumphmm_residual,0.00011224240055790724,0.021021019841993
AMT,gaussian,0.00197629139325496,0.016953574180254245
AMZN,jumphmm_full,0.0028827209820267504,0.01853234022187216
AMZN,jumphmm_residual,0.0012713306017739174,0.019557380321458387
AMZN,gaussian,0.0003469396067380148,0.019142043066745062
ANSS,jumphmm_full,0.00407780900014738,0.01945899738930269
ANSS,jumphmm_residual,-0.00047850194639548237,0.019201845855575314
ANSS,gaussian,0.0007114036494584121,0.01828378095197201
AON,jumphmm_full,0.0007223680561681372,0.019460399328884354
AON,jumphmm_residual,0.001261193923536482,0.01971237991638872
AON,gaussian,-0.00328186933856679,0.018023520801063363
AOS,jumphmm_full,-0.0002706893949971477,0.02429585051351259
AOS,jumphmm_residual,-0.00048225518296875577,0.01912194690586013
AOS,gaussian,-0.000171675841626356,0.018025577613644747
APA,jumphmm_full,4.689711204456447e-5,0.018507700016676853
APA,jumphmm_residual,0.004280584700383217,0.01952363860152947
APA,gaussian,-0.001950304074512379,0.019172569563873348
APD,jumphmm_full,0.001095373324978878,0.020103742887779826
APD,jumphmm_residual,0.0020981934212952373,0.02052619693846232
APD,gaussian,-0.0017874767012550183,0.017671830789103775
APH,jumphmm_full,0.002376487149499826,0.019289185585706383
APH,jumphmm_residual,0.00033640312850918966,0.018365009702191806
APH,gaussian,0.0007782548064792232,0.02007823064973607
ARE,jumphmm_full,-0.003488909275274722,0.021510318238900133
ARE,jumphmm_residual,-0.0008074447544816927,0.018969196421056305
ARE,gaussian,0.0018156359508977357,0.020454097497474337
ATO,jumphmm_full,0.0020170154726036472,0.017529224212481265
ATO,jumphmm_residual,0.0024266153221497743,0.02153434238878364
ATO,gaussian,-0.0028572643222252096,0.019674534388245974
AVB,jumphmm_full,0.0008901642770839988,0.01918710893596536
AVB,jumphmm_residual,0.0007507803829884135,0.015909781407856864
AVB,gaussian,0.0021093694524384437,0.019459824559902892
AVGO,jumphmm_full,-0.003607103028618612,0.01654109790680057
AVGO,jumphmm_residual,-0.0018470252335492721,0.017422235533192526
AVGO,gaussian,0.0017431027465781524,0.01934082796639897
AVY,jumphmm_full,0.0008357075847902069,0.018074442482863655
AVY,jumphmm_residual,-0.002072958407446557,0.02078618797371818
AVY,gaussian,0.0015184997535046946,0.02254856345021624
AWK,jumphmm_full,-0.001499330853884988,0.017730783786338775
AWK,jumphmm_residual,0.001737338293583292,0.01659617367641894
AWK,gaussian,-0.0013583985915506477,0.019814706848708234
AXP,jumphmm_full,-0.0014038524516692805,0.01963879251321716
AXP,jumphmm_residual,0.0006916791007328491,0.019533049873045168
AXP,gaussian,-0.0007381025004715994,0.019342373015800343
AZO,jumphmm_full,-0.0023014586041999207,0.020323389431620525
AZO,jumphmm_residual,0.002324237084926158,0.01887617738742202
AZO,gaussian,0.0016645044850237209,0.020876115940508755
BA,jumphmm_full,0.00010033783480042518,0.01640910660478055
BA,jumphmm_residual,0.0008183834004747041,0.01928298895904322
BA,gaussian,0.002212131623706429,0.0204032794140209
BAC,jumphmm_full,-0.00017995082728176044,0.0206232032802306
BAC,jumphmm_residual,-0.0007944038426332693,0.02059607739280325
BAC,gaussian,0.000889619008838249,0.020856129585072058
BAX,jumphmm_full,-6.169086051793249e-5,0.0201337641826057
BAX,jumphmm_residual,1.866267983975641e-5,0.01995620448465596
BAX,gaussian,-0.00030340440374345746,0.01863990566763977
BBY,jumphmm_full,0.0017028771326013249,0.01726732930246675
BBY,jumphmm_residual,-0.003208545868677217,0.01949986389757028
BBY,gaussian,0.005464691513891698,0.01987773953298755
BDX,jumphmm_full,-0.0017255854790405789,0.017145762127903523
BDX,jumphmm_residual,0.0021378036363667095,0.019089049834582237
BDX,gaussian,0.0016716819754528378,0.01807152694790194
BEN,jumphmm_full,-0.002651616846417333,0.018962304644895765
BEN,jumphmm_residual,-0.0002698164269333433,0.019462790991103616
BEN,gaussian,0.0006660219822202453,0.019975595673880915
BF.B,jumphmm_full,-0.0001516864683297369,0.018873502678971758
BF.B,jumphmm_residual,0.0008836039870002777,0.01716421290592948
BF.B,gaussian,-0.00021768400293287207,0.01831044685897554
BIO,jumphmm_full,0.000833315083558056,0.017121124675363548
BIO,jumphmm_residual,0.0019678825020197134,0.019132782789070372
BIO,gaussian,0.005453671877246873,0.019127842373350773
BK,jumphmm_full,-0.0005610155126279492,0.01968118427050369
BK,jumphmm_residual,-0.002540828358099515,0.021850807811665474
BK,gaussian,0.0005103349799824313,0.019988106509636512
BLK,jumphmm_full,0.0008053165239397958,0.020580564405803886
BLK,jumphmm_residual,0.0009248229228892534,0.018911194982339504
BLK,gaussian,0.0001518781127087304,0.021349652400118505
BMY,jumphmm_full,-0.003363769316358186,0.019001660080167074
BMY,jumphmm_residual,0.0030351446357174084,0.0201216547526437
BMY,gaussian,0.00028117060153406477,0.019025534752850532
BR,jumphmm_full,-0.0007167529527917572,0.017709554798708838
BR,jumphmm_residual,-0.002209289527726994,0.018987297952840557
BR,gaussian,0.004819346160440083,0.02061696315440742
BRK.B,jumphmm_full,0.0008584971927760493,0.01854122715948227
BRK.B,jumphmm_residual,0.00014491016142523824,0.019880413404216028
BRK.B,gaussian,-0.00371791946602021,0.020224369247103687
BRO,jumphmm_full,0.0002600613629764168,0.01987682846972112
BRO,jumphmm_residual,-0.004511712177781591,0.01996037061730396
BRO,gaussian,-0.0007144730652077745,0.01872660744830747
BSX,jumphmm_full,0.003725010135975923,0.019500636625357982
BSX,jumphmm_residual,-0.00019676210376687236,0.01982393619415553
BSX,gaussian,-0.0007323042095277395,0.018312138506584804
BWA,jumphmm_full,-0.0023457809193043262,0.019473390840224987
BWA,jumphmm_residual,-0.00407037028922747,0.01809485074546775
BWA,gaussian,-0.0015562024073981482,0.018079603106602053
BXP,jumphmm_full,-5.1799127801082715e-5,0.019131030090161424
BXP,jumphmm_residual,0.00030091585900624235,0.019091650516801995
BXP,gaussian,0.0024659751809166255,0.018690617864391353
C,jumphmm_full,0.0002697243679314251,0.020520925199405505
C,jumphmm_residual,0.001694926588284381,0.017368994488135045
C,gaussian,-0.0011109438490140345,0.020516747448401807
CAG,jumphmm_full,0.005078372207565816,0.021601797444446586
CAG,jumphmm_residual,-0.00039642872290601277,0.02046271834625017
CAG,gaussian,-9.432528333493267e-5,0.019756276468374967
CAH,jumphmm_full,0.002815551189485911,0.018281287408122827
CAH,jumphmm_residual,0.0026625261706440264,0.020629697817278234
CAH,gaussian,-0.0003053774660651257,0.01968313915339686
CAT,jumphmm_full,0.001805601877255389,0.02070036088694902
CAT,jumphmm_residual,-0.002295232620806607,0.017321896624362548
CAT,gaussian,0.0007369170321137844,0.022553984383761903
CB,jumphmm_full,0.001974710383155942,0.018654479424722457
CB,jumphmm_residual,-0.0022123230437923725,0.017964876404662822
CB,gaussian,0.0012801523008918638,0.0189695941414595
CBOE,jumphmm_full,0.0019006674756462943,0.02049539315751559
CBOE,jumphmm_residual,0.0011593816493310827,0.019420711880585147
CBOE,gaussian,0.0014888248283889255,0.01867563835604647
CCI,jumphmm_full,0.0016203110796155604,0.019220903973729872
CCI,jumphmm_residual,0.0013605100569883128,0.021854405453097796
CCI,gaussian,-0.0036016821007460414,0.020011504238870364
CCL,jumphmm_full,-0.003360484637207573,0.019329112475134417
CCL,jumphmm_residual,0.002206288137666574,0.0182328496426116
CCL,gaussian,-0.004720421451555268,0.021413664119308427
CDNS,jumphmm_full,0.002654862190832671,0.0203772372531318
CDNS,jumphmm_residual,0.0009840280351341615,0.020610253119015893
CDNS,gaussian,0.0008896336700094107,0.018325161383636684
CDW,jumphmm_full,0.0024502412134475406,0.019307606356713063
CDW,jumphmm_residual,0.0010301528674002787,0.020030586339637536
CDW,gaussian,-0.00035562978791254835,0.016668897176632818
CE,jumphmm_full,-0.0006054106429777045,0.018461220810859373
CE,jumphmm_residual,0.001276665057178905,0.017135486334651905
CE,gaussian,-0.0012125555318574191,0.018574669935293955
CF,jumphmm_full,-0.002825319589173268,0.0191296697721856
CF,jumphmm_residual,-0.0011325459998719131,0.017537048353802903
CF,gaussian,0.004018668275288199,0.019196397998639245
CHD,jumphmm_full,-0.0004295092141357587,0.017417993744851788
CHD,jumphmm_residual,-0.0021683396826198665,0.017591074458645793
CHD,gaussian,0.0017811152052603274,0.017794029083661136
CHRW,jumphmm_full,0.0011212417746154792,0.01831039233845867
CHRW,jumphmm_residual,-0.0018782060307663679,0.019231100832083344
CHRW,gaussian,0.0009715498247155612,0.02054014623429219
CHTR,jumphmm_full,0.0010061418723603295,0.020011579500894893
CHTR,jumphmm_residual,0.0011754768442834916,0.01986458755724951
CHTR,gaussian,-0.002145377060842568,0.0174573604863179
CI,jumphmm_full,0.00036196881506938005,0.020159879781755607
CI,jumphmm_residual,-0.0007237337259395919,0.020136712820611087
CI,gaussian,-0.0011295218674972807,0.021286950521950444
CINF,jumphmm_full,-0.0007202251846112003,0.02096348561449719
CINF,jumphmm_residual,0.000823573229243797,0.01939699728964653
CINF,gaussian,0.0010619408125268355,0.018059442081532016
CL,jumphmm_full,0.0008153535287849566,0.019581997149522006
CL,jumphmm_residual,0.0003277237350748985,0.01772809168295629
CL,gaussian,-0.0012018581564426183,0.018513295824780843
CLX,jumphmm_full,-0.0014615126439995224,0.019786315048107912
CLX,jumphmm_residual,-0.0010849755656966757,0.019848978731213354
CLX,gaussian,-0.0021938554005253427,0.01979607905177896
CMA,jumphmm_full,-1.9744436653902632e-6,0.019345274486921523
CMA,jumphmm_residual,0.000711954395256155,0.017990833467581527
CMA,gaussian,0.0010631655494505589,0.017513511928876967
CMCSA,jumphmm_full,0.0010406490288693885,0.019915474567296806
CMCSA,jumphmm_residual,0.0005770610930728811,0.018284014058588104
CMCSA,gaussian,0.0013380970224088095,0.019526379065652057
CME,jumphmm_full,0.0021855638088258186,0.01908374639427404
CME,jumphmm_residual,-0.0004500757315996458,0.0181865032774231
CME,gaussian,-0.0015398974466586874,0.01881401529495595
CMG,jumphmm_full,-0.00020761741992438563,0.019154772267513408
CMG,jumphmm_residual,0.0001882648916090372,0.018955328041061013
CMG,gaussian,-0.002120551807819107,0.01975059006378894
CMI,jumphmm_full,-0.0006218264865972833,0.018215166015105883
CMI,jumphmm_residual,0.0018864489938374945,0.017773509336111742
CMI,gaussian,-0.0003752316739736648,0.020248906856257267
CMS,jumphmm_full,-0.0024721269011885993,0.018141756207310747
CMS,jumphmm_residual,-0.002168092883804411,0.016904366813764147
CMS,gaussian,-0.0033248623289647665,0.01743041604443292
CNC,jumphmm_full,1.920460832583972e-5,0.016685873054926418
CNC,jumphmm_residual,0.001334227927980276,0.018361232192732294
CNC,gaussian,0.0008839151594739475,0.018030880221918053
CNP,jumphmm_full,-0.002021288487352503,0.021354132879869314
CNP,jumphmm_residual,-0.0014005263057852158,0.022135564791631677
CNP,gaussian,-0.0009243631707857978,0.018332624598828985
COF,jumphmm_full,1.3446336816240203e-5,0.01898968871734899
COF,jumphmm_residual,0.000414149194878136,0.016933129899938695
COF,gaussian,0.002218003929949396,0.01850037087630173
COO,jumphmm_full,-0.0019343265822070457,0.018424863999083625
COO,jumphmm_residual,0.0023195173946211475,0.017452079932730614
COO,gaussian,0.0005160553564610833,0.01689273133195254
COP,jumphmm_full,-0.0013261756149766525,0.019166983754770023
COP,jumphmm_residual,0.0019467641924448703,0.018728726725091755
COP,gaussian,0.004303498532668658,0.022050934623324314
COST,jumphmm_full,0.005789716556665424,0.02009904775517193
COST,jumphmm_residual,-0.0002923419747354277,0.019268704181519172
COST,gaussian,-0.0016817140542413995,0.017298259901680397
CPB,jumphmm_full,-0.0010591996201328865,0.017198853213796838
CPB,jumphmm_residual,-0.0002727284981658188,0.016913488635024666
CPB,gaussian,-0.00010856729929444485,0.016180525839945892
CPRT,jumphmm_full,0.0011579835870170975,0.018168999143792205
CPRT,jumphmm_residual,-0.00021891892479187401,0.018921974494556494
CPRT,gaussian,-5.774153871715658e-5,0.019736560298266995
CRL,jumphmm_full,-9.874873836786317e-5,0.019201472836996802
CRL,jumphmm_residual,0.0005081182305913201,0.01695765229905568
CRL,gaussian,-0.0002828855413374311,0.018505189033438545
CRM,jumphmm_full,0.001338692579625164,0.016281088291119076
CRM,jumphmm_residual,-0.00026006135304164276,0.018176642278518267
CRM,gaussian,0.0011850477086086896,0.02028166724121059
CSCO,jumphmm_full,0.0005680174128453162,0.020743716269020274
CSCO,jumphmm_residual,0.0013779110056444748,0.019121127637202532
CSCO,gaussian,-0.0024111364518739162,0.018558384144951163
CSX,jumphmm_full,-0.0013549592225431703,0.019715783879426744
CSX,jumphmm_residual,-0.0012436424023076966,0.018979898195793897
CSX,gaussian,0.00028768154867771115,0.018536279285333267
CTAS,jumphmm_full,-0.0029661060288636515,0.018606675077240932
CTAS,jumphmm_residual,-0.001340070526498465,0.02037324726969731
CTAS,gaussian,-0.001394182723809065,0.01938749349391008
CTSH,jumphmm_full,-0.0008579215111008047,0.017438905023309154
CTSH,jumphmm_residual,0.0010303808298411943,0.01848375204176892
CTSH,gaussian,0.001669850965270941,0.01912172078868547
CVS,jumphmm_full,-0.0002550661211899268,0.019389112332368157
CVS,jumphmm_residual,0.0005653047490191501,0.017764064794111013
CVS,gaussian,0.0007878226039760174,0.020088284220269894
CVX,jumphmm_full,0.003824392624949338,0.016654502418132145
CVX,jumphmm_residual,-0.0015524323847299468,0.020031593192036103
CVX,gaussian,0.0009804754394270765,0.018159901236101873
CZR,jumphmm_full,-0.000523228096236997,0.02004683028820287
CZR,jumphmm_residual,-0.0004541340294323793,0.018060323907842697
CZR,gaussian,0.0010864204389486362,0.016624932595609796
D,jumphmm_full,-0.0034191168533167656,0.019093421391401872
D,jumphmm_residual,-0.0032509747987877237,0.01866096568716015
D,gaussian,0.0030858226275216065,0.019358898148543444
DAL,jumphmm_full,0.0026977800896064302,0.017400807256982453
DAL,jumphmm_residual,0.003853452967637023,0.020894121368862834
DAL,gaussian,0.001965205055887562,0.018697026426419485
DE,jumphmm_full,0.0026910001364447737,0.01721772539644025
DE,jumphmm_residual,-0.0010724918264877295,0.01819102606606879
DE,gaussian,0.0015990254665251135,0.019321150261370008
DFS,jumphmm_full,0.0014698493944196656,0.018086629928645556
DFS,jumphmm_residual,0.004934649251959685,0.01870855690079351
DFS,gaussian,-0.0011201635630869195,0.01974394246975199
DG,jumphmm_full,0.00019156567809176821,0.021491405385187304
DG,jumphmm_residual,0.002684406265768165,0.019863491982082305
DG,gaussian,0.0008159426649757314,0.02201182590097166
DGX,jumphmm_full,0.0013898266361604147,0.01927901113130302
DGX,jumphmm_residual,-0.00023073097302989378,0.019616364794476468
DGX,gaussian,0.00467838706969833,0.01799059765351906
DHI,jumphmm_full,7.316448806331012e-5,0.019527966374774254
DHI,jumphmm_residual,0.000306785846819048,0.018859616668495293
DHI,gaussian,0.0007226404566241164,0.017939378015990964
DHR,jumphmm_full,0.004883074376863691,0.022825690461965465
DHR,jumphmm_residual,-0.0027298880492417116,0.01993040870169632
DHR,gaussian,-0.0030697331699796894,0.018585657925071587
DIS,jumphmm_full,0.0010640031119418596,0.02075259965828625
DIS,jumphmm_residual,-0.0012421994294519983,0.022366867925011726
DIS,gaussian,-0.0020277248814917687,0.01991673829765163
DLR,jumphmm_full,-0.00010369697990851812,0.01958814112697732
DLR,jumphmm_residual,0.001096517157006218,0.017565094954526312
DLR,gaussian,0.0004133969073800559,0.017859589381372106
DLTR,jumphmm_full,-0.00010219986000821817,0.020496190024711137
DLTR,jumphmm_residual,0.002108627011273386,0.019099658817706925
DLTR,gaussian,-0.0032433669986842704,0.020165609899650196
DOV,jumphmm_full,0.0015321851611686949,0.021435983836694282
DOV,jumphmm_residual,-0.001582330374330639,0.01935325686880087
DOV,gaussian,0.0002186179709218286,0.01781406505131716
DPZ,jumphmm_full,-0.0048495730323974105,0.01817866769536953
DPZ,jumphmm_residual,0.0012466120059415164,0.020499593232200984
DPZ,gaussian,-0.0007048566665772734,0.017391731218689418
DRI,jumphmm_full,0.0010251425954831796,0.01739052055813456
DRI,jumphmm_residual,-4.481144326546242e-5,0.018560646403036105
DRI,gaussian,0.0028373453426128116,0.02085168948522608
DTE,jumphmm_full,-0.0017126738413774782,0.018122069893790338
DTE,jumphmm_residual,-0.0004980495673822831,0.01827144621794038
DTE,gaussian,0.0011109319178452127,0.018596892197027336
DUK,jumphmm_full,0.000369285322980349,0.02112740721699722
DUK,jumphmm_residual,-0.0025839282927471673,0.01936606887291616
DUK,gaussian,-0.0019700056467443303,0.02162718577901885
DVA,jumphmm_full,-0.0012191183448291142,0.01892529180720165
DVA,jumphmm_residual,4.558316400045945e-5,0.01863144383067454
DVA,gaussian,-0.0033184524647773017,0.017302772527012778
DVN,jumphmm_full,-0.00010038978523353441,0.01846818282839708
DVN,jumphmm_residual,0.001839442648320656,0.01885308451342354
DVN,gaussian,0.001816801378208355,0.020298062797887824
EA,jumphmm_full,0.0013200414346648927,0.0175117751485454
EA,jumphmm_residual,-0.000978973333385161,0.017730600962306182
EA,gaussian,-0.0002888214012549709,0.019710829342897335
EBAY,jumphmm_full,0.0038092167069410697,0.019988549052700484
EBAY,jumphmm_residual,-0.0015441480546761054,0.0190671288652374
EBAY,gaussian,-0.0034041724915870935,0.0175561248265676
ECL,jumphmm_full,-0.0010311178772306653,0.01772921103188425
ECL,jumphmm_residual,-8.024850773300535e-5,0.01900795072331162
ECL,gaussian,-0.0010576424046866238,0.01903361723546538
ED,jumphmm_full,-0.0016523119167329242,0.01942042785704452
ED,jumphmm_residual,-0.0010420471145050204,0.01838178489110267
ED,gaussian,0.002980634789448351,0.02346901293228211
EFX,jumphmm_full,0.00015553050315795155,0.017803347658649486
EFX,jumphmm_residual,-0.002146712324985427,0.019283504263548912
EFX,gaussian,0.0037944965962825577,0.017811381660531197
EIX,jumphmm_full,0.0017723436169574656,0.018884923120464876
EIX,jumphmm_residual,-0.0013088248903604285,0.0184640945789035
EIX,gaussian,-0.002365408114765514,0.019977843137183975
EL,jumphmm_full,-0.0006164054608933956,0.020161143627228328
EL,jumphmm_residual,-0.0016387960214293514,0.01921170636016226
EL,gaussian,0.0030499329421331597,0.019134732703314967
EMN,jumphmm_full,-0.0010782105994305705,0.018911182426176478
EMN,jumphmm_residual,0.0010077815954550849,0.018977454861548646
EMN,gaussian,-0.00350354531606781,0.02181022713093761
EMR,jumphmm_full,-0.0015033362563372044,0.017256391080528545
EMR,jumphmm_residual,0.002627343370163475,0.02086918840277118
EMR,gaussian,-0.0001172224906486307,0.01765604255459308
ENPH,jumphmm_full,0.002066697948510292,0.017297372081466998
ENPH,jumphmm_residual,-6.841416723508097e-5,0.017990964981799043
ENPH,gaussian,0.0005063285781940866,0.019843758474604616
EOG,jumphmm_full,-0.000752662021118396,0.01914856899982479
EOG,jumphmm_residual,0.005619270948632572,0.021725601690087085
EOG,gaussian,-0.0001696832324722116,0.020156982575505675
EQIX,jumphmm_full,0.0016538260948000428,0.017104290700201176
EQIX,jumphmm_residual,0.0009076704769068282,0.023090140321739686
EQIX,gaussian,0.0021178439804736913,0.021304166276337962
EQR,jumphmm_full,0.0002740518967181096,0.020143771137317225
EQR,jumphmm_residual,0.0004285328503804194,0.019286305622699524
EQR,gaussian,0.0013977600642876397,0.019406257222267766
ESS,jumphmm_full,-0.0006021965650238174,0.017970575693563
ESS,jumphmm_residual,-0.001814460106319661,0.018298866600887878
ESS,gaussian,0.0012810651657371073,0.020448394873883727
ETN,jumphmm_full,0.00033520122124224157,0.01937958502797622
ETN,jumphmm_residual,-0.0005270050623436171,0.019947127497830303
ETN,gaussian,6.065398396688307e-5,0.01817483991881175
ETR,jumphmm_full,-0.004399214288000227,0.01739101035858175
ETR,jumphmm_residual,-0.0015017041914401025,0.01994199834644974
ETR,gaussian,-0.00043782782148699665,0.019165018904056634
EW,jumphmm_full,-0.0034676737387301275,0.016750721539428522
EW,jumphmm_residual,-0.0014469219547129802,0.018749003334563464
EW,gaussian,0.0014814995207390758,0.021080775299293492
EXC,jumphmm_full,0.0020388606302251277,0.01949294638651661
EXC,jumphmm_residual,-2.685417736037754e-5,0.021222931935870538
EXC,gaussian,0.0027522123434183974,0.01953659411339938
EXPD,jumphmm_full,-0.0007932509550736491,0.020875070667310536
EXPD,jumphmm_residual,0.0005692245636919955,0.015482786173039411
EXPD,gaussian,-0.0006068940877010368,0.019134579696427415
EXPE,jumphmm_full,0.001098566132012321,0.020082309448106347
EXPE,jumphmm_residual,-0.001852450391638186,0.019749698642071253
EXPE,gaussian,0.003354425911391001,0.020782988769171493
EXR,jumphmm_full,0.001755862841773036,0.020014769174249887
EXR,jumphmm_residual,0.0026128850096875027,0.018422827195069838
EXR,gaussian,0.0025192773337695566,0.020078044455901674
F,jumphmm_full,-0.0009775933712942682,0.020630906867277705
F,jumphmm_residual,6.92915460156479e-5,0.018706806791526746
F,gaussian,-0.0013953326104181982,0.019825584795873197
FANG,jumphmm_full,-0.0006566005250676668,0.01919397235120044
FANG,jumphmm_residual,-0.00010343535933705206,0.019432977776287837
FANG,gaussian,0.0036130861201800935,0.02008473720856406
FAST,jumphmm_full,-0.0014058691880137156,0.01681506783078197
FAST,jumphmm_residual,0.0032494888448716384,0.018343371201043467
FAST,gaussian,-0.0009148416805561401,0.01723349692145227
FCX,jumphmm_full,-0.002079073888979173,0.01677545386001456
FCX,jumphmm_residual,-0.0015043605605778256,0.020711280624064313
FCX,gaussian,0.0009916863173270146,0.01825264347843819
FDX,jumphmm_full,0.0016884868781332455,0.020133865868043832
FDX,jumphmm_residual,-0.0022662221859332597,0.019135768677224104
FDX,gaussian,0.0014769397941869539,0.018487364815889244
FE,jumphmm_full,-0.0027955357358164655,0.021154223299472454
FE,jumphmm_residual,0.003546468063888247,0.02226506807405943
FE,gaussian,0.002598939498854871,0.019044029206214015
FFIV,jumphmm_full,-0.0029182866977902878,0.01738236389417712
FFIV,jumphmm_residual,0.001853111193246713,0.017640836746897433
FFIV,gaussian,0.001825992404307321,0.017780597895136314
FIS,jumphmm_full,0.0030480970025657827,0.02125334719812772
FIS,jumphmm_residual,-7.624626471530366e-5,0.01910038644918718
